
Spine Part Mean Diameter Neck
 ==================== 
Spine Part Mean Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000003314,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003316,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000003318,
1.03613,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003321,
1.99119,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003326,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003329,
0.542879,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003334,
1.03613,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003337,
0.934968,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003341,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003346,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003350,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003352,
0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003355,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003358,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003360,
0.809166,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000003363,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003368,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003371,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003378,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003381,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000003384,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003393,
0,µm,Spine,Spine Part Mean Diameter,4,3,1,100000000,610000003405,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000003406,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003408,
0,µm,Spine,Spine Part Mean Diameter,6,2,1,100000000,610000003413,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003414,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003415,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003416,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000003417,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003418,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003421,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003422,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003423,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003424,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003425,
0,µm,Spine,Spine Part Mean Diameter,10,4,1,100000001,610000003428,
0,µm,Spine,Spine Part Mean Diameter,7,2,1,100000001,610000003429,
0,µm,Spine,Spine Part Mean Diameter,7,2,1,100000001,610000003430,
0,µm,Spine,Spine Part Mean Diameter,6,2,1,100000001,610000003431,
0,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000003432,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000003433,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000003434,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000003435,
0,µm,Spine,Spine Part Mean Diameter,5,3,1,100000001,610000003436,
0,µm,Spine,Spine Part Mean Diameter,5,3,1,100000001,610000003437,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003438,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003439,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003440,
