
Cumulative Volume Outside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Outside,Unit,Collection,Image,Time,ID,
20.775,195408,µm^3,Cumulative Volume Outside,Image 1,1,,
21.329,200619,µm^3,Cumulative Volume Outside,Image 1,1,,
21.883,205796,µm^3,Cumulative Volume Outside,Image 1,1,,
22.437,210869,µm^3,Cumulative Volume Outside,Image 1,1,,
22.991,215823,µm^3,Cumulative Volume Outside,Image 1,1,,
23.545,220605,µm^3,Cumulative Volume Outside,Image 1,1,,
24.099,225238,µm^3,Cumulative Volume Outside,Image 1,1,,
24.653,229670,µm^3,Cumulative Volume Outside,Image 1,1,,
25.207,233938,µm^3,Cumulative Volume Outside,Image 1,1,,
25.761,238077,µm^3,Cumulative Volume Outside,Image 1,1,,
26.315,242057,µm^3,Cumulative Volume Outside,Image 1,1,,
26.869,245903,µm^3,Cumulative Volume Outside,Image 1,1,,
27.423,249613,µm^3,Cumulative Volume Outside,Image 1,1,,
27.977,253216,µm^3,Cumulative Volume Outside,Image 1,1,,
28.531,256697,µm^3,Cumulative Volume Outside,Image 1,1,,
29.085,260082,µm^3,Cumulative Volume Outside,Image 1,1,,
29.639,263346,µm^3,Cumulative Volume Outside,Image 1,1,,
30.193,266516,µm^3,Cumulative Volume Outside,Image 1,1,,
30.747,269572,µm^3,Cumulative Volume Outside,Image 1,1,,
31.301,272535,µm^3,Cumulative Volume Outside,Image 1,1,,
31.855,275428,µm^3,Cumulative Volume Outside,Image 1,1,,
32.409,278210,µm^3,Cumulative Volume Outside,Image 1,1,,
32.963,280935,µm^3,Cumulative Volume Outside,Image 1,1,,
33.517,283596,µm^3,Cumulative Volume Outside,Image 1,1,,
34.071,286168,µm^3,Cumulative Volume Outside,Image 1,1,,
34.625,288639,µm^3,Cumulative Volume Outside,Image 1,1,,
35.179,291068,µm^3,Cumulative Volume Outside,Image 1,1,,
35.733,293444,µm^3,Cumulative Volume Outside,Image 1,1,,
36.287,295739,µm^3,Cumulative Volume Outside,Image 1,1,,
36.841,297943,µm^3,Cumulative Volume Outside,Image 1,1,,
37.395,300106,µm^3,Cumulative Volume Outside,Image 1,1,,
37.949,302205,µm^3,Cumulative Volume Outside,Image 1,1,,
38.503,304217,µm^3,Cumulative Volume Outside,Image 1,1,,
39.057,306157,µm^3,Cumulative Volume Outside,Image 1,1,,
39.611,307955,µm^3,Cumulative Volume Outside,Image 1,1,,
40.165,309554,µm^3,Cumulative Volume Outside,Image 1,1,,
40.719,310961,µm^3,Cumulative Volume Outside,Image 1,1,,
41.273,312252,µm^3,Cumulative Volume Outside,Image 1,1,,
41.827,313455,µm^3,Cumulative Volume Outside,Image 1,1,,
42.381,314587,µm^3,Cumulative Volume Outside,Image 1,1,,
42.935,315651,µm^3,Cumulative Volume Outside,Image 1,1,,
43.489,316678,µm^3,Cumulative Volume Outside,Image 1,1,,
44.043,317662,µm^3,Cumulative Volume Outside,Image 1,1,,
44.597,318598,µm^3,Cumulative Volume Outside,Image 1,1,,
45.151,319510,µm^3,Cumulative Volume Outside,Image 1,1,,
45.705,320399,µm^3,Cumulative Volume Outside,Image 1,1,,
46.259,321261,µm^3,Cumulative Volume Outside,Image 1,1,,
46.813,322095,µm^3,Cumulative Volume Outside,Image 1,1,,
47.367,322923,µm^3,Cumulative Volume Outside,Image 1,1,,
47.921,323738,µm^3,Cumulative Volume Outside,Image 1,1,,
48.475,324531,µm^3,Cumulative Volume Outside,Image 1,1,,
49.029,325299,µm^3,Cumulative Volume Outside,Image 1,1,,
49.583,326061,µm^3,Cumulative Volume Outside,Image 1,1,,
50.137,326808,µm^3,Cumulative Volume Outside,Image 1,1,,
50.691,327531,µm^3,Cumulative Volume Outside,Image 1,1,,
51.245,328247,µm^3,Cumulative Volume Outside,Image 1,1,,
51.799,328950,µm^3,Cumulative Volume Outside,Image 1,1,,
52.353,329636,µm^3,Cumulative Volume Outside,Image 1,1,,
52.907,330300,µm^3,Cumulative Volume Outside,Image 1,1,,
53.461,330956,µm^3,Cumulative Volume Outside,Image 1,1,,
54.015,331601,µm^3,Cumulative Volume Outside,Image 1,1,,
54.569,332227,µm^3,Cumulative Volume Outside,Image 1,1,,
55.123,332830,µm^3,Cumulative Volume Outside,Image 1,1,,
