
Spine Part Mean Diameter Head
 ==================== 
Spine Part Mean Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.506562,µm,Spine,Spine Part Mean Diameter,6,4,1,100000000,610000002721,
0.335156,µm,Spine,Spine Part Mean Diameter,6,4,1,100000000,610000002722,
0.1625,µm,Spine,Spine Part Mean Diameter,5,3,1,100000000,610000002723,
0.239556,µm,Spine,Spine Part Mean Diameter,6,2,1,100000000,610000002724,
0.319734,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002725,
0.281946,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002727,
0.46503,µm,Spine,Spine Part Mean Diameter,6,3,1,100000001,610000002733,
0.242078,µm,Spine,Spine Part Mean Diameter,9,3,1,100000001,610000002734,
0.295045,µm,Spine,Spine Part Mean Diameter,8,3,1,100000001,610000002735,
0.214558,µm,Spine,Spine Part Mean Diameter,7,3,1,100000001,610000002736,
0.20091,µm,Spine,Spine Part Mean Diameter,7,3,1,100000001,610000002737,
0.26448,µm,Spine,Spine Part Mean Diameter,6,2,1,100000001,610000002738,
0.316918,µm,Spine,Spine Part Mean Diameter,6,2,1,100000001,610000002739,
0.498926,µm,Spine,Spine Part Mean Diameter,6,2,1,100000001,610000002740,
0.430011,µm,Spine,Spine Part Mean Diameter,5,2,1,100000001,610000002741,
0.495406,µm,Spine,Spine Part Mean Diameter,5,3,1,100000001,610000002742,
0.1625,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002743,
0.28137,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000002745,
0.171792,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000002746,
0.310671,µm,Spine,Spine Part Mean Diameter,7,4,1,100000002,610000002747,
0.274348,µm,Spine,Spine Part Mean Diameter,6,4,1,100000002,610000002748,
0.318652,µm,Spine,Spine Part Mean Diameter,6,4,1,100000002,610000002749,
0.376248,µm,Spine,Spine Part Mean Diameter,4,3,1,100000002,610000002750,
0.252332,µm,Spine,Spine Part Mean Diameter,4,4,1,100000002,610000002751,
0.272949,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000002752,
0.24375,µm,Spine,Spine Part Mean Diameter,3,3,1,100000002,610000002753,
0.198621,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000002754,
0.1625,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000002755,
0.219514,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000002756,
0.1625,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000002757,
0.304688,µm,Spine,Spine Part Mean Diameter,5,3,1,100000002,610000002759,
0.199513,µm,Spine,Spine Part Mean Diameter,5,3,1,100000002,610000002760,
0.208705,µm,Spine,Spine Part Mean Diameter,5,4,1,100000002,610000002761,
0.182812,µm,Spine,Spine Part Mean Diameter,4,3,1,100000002,610000002762,
0.1625,µm,Spine,Spine Part Mean Diameter,3,3,1,100000002,610000002763,
0.259768,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000002764,
0.30502,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000002765,
0.38696,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000002766,
0.335156,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000002767,
0.305308,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000002768,
0.38958,µm,Spine,Spine Part Mean Diameter,6,3,1,100000002,610000002771,
0.34294,µm,Spine,Spine Part Mean Diameter,6,4,1,100000002,610000002772,
0.401241,µm,Spine,Spine Part Mean Diameter,6,2,1,100000003,610000002775,
0.292438,µm,Spine,Spine Part Mean Diameter,6,2,1,100000003,610000002776,
0.296845,µm,Spine,Spine Part Mean Diameter,6,2,1,100000003,610000002777,
0.420045,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000002783,
