
Cumulative Volume Outside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Outside,Unit,Collection,Image,Time,ID,
16.932,7493.27,µm^3,Cumulative Volume Outside,Image 1,1,,
17.068,7528.95,µm^3,Cumulative Volume Outside,Image 1,1,,
17.204,7564.98,µm^3,Cumulative Volume Outside,Image 1,1,,
17.34,7600.66,µm^3,Cumulative Volume Outside,Image 1,1,,
17.476,7635.42,µm^3,Cumulative Volume Outside,Image 1,1,,
17.612,7670.73,µm^3,Cumulative Volume Outside,Image 1,1,,
17.748,7705.98,µm^3,Cumulative Volume Outside,Image 1,1,,
17.884,7740.56,µm^3,Cumulative Volume Outside,Image 1,1,,
18.02,7775.94,µm^3,Cumulative Volume Outside,Image 1,1,,
18.156,7811.64,µm^3,Cumulative Volume Outside,Image 1,1,,
18.292,7846.9,µm^3,Cumulative Volume Outside,Image 1,1,,
18.428,7881.14,µm^3,Cumulative Volume Outside,Image 1,1,,
18.564,7915.57,µm^3,Cumulative Volume Outside,Image 1,1,,
18.7,7949.21,µm^3,Cumulative Volume Outside,Image 1,1,,
18.836,7981.11,µm^3,Cumulative Volume Outside,Image 1,1,,
18.972,8012.5,µm^3,Cumulative Volume Outside,Image 1,1,,
19.108,8042.91,µm^3,Cumulative Volume Outside,Image 1,1,,
19.244,8071.94,µm^3,Cumulative Volume Outside,Image 1,1,,
19.38,8101.11,µm^3,Cumulative Volume Outside,Image 1,1,,
19.516,8130.23,µm^3,Cumulative Volume Outside,Image 1,1,,
19.652,8158.71,µm^3,Cumulative Volume Outside,Image 1,1,,
19.788,8186.18,µm^3,Cumulative Volume Outside,Image 1,1,,
19.924,8213.92,µm^3,Cumulative Volume Outside,Image 1,1,,
20.06,8241.39,µm^3,Cumulative Volume Outside,Image 1,1,,
20.196,8268.04,µm^3,Cumulative Volume Outside,Image 1,1,,
20.332,8295.06,µm^3,Cumulative Volume Outside,Image 1,1,,
20.468,8322.09,µm^3,Cumulative Volume Outside,Image 1,1,,
20.604,8348.58,µm^3,Cumulative Volume Outside,Image 1,1,,
20.74,8374.22,µm^3,Cumulative Volume Outside,Image 1,1,,
20.876,8400.07,µm^3,Cumulative Volume Outside,Image 1,1,,
21.012,8425.73,µm^3,Cumulative Volume Outside,Image 1,1,,
21.148,8450.61,µm^3,Cumulative Volume Outside,Image 1,1,,
21.284,8475.85,µm^3,Cumulative Volume Outside,Image 1,1,,
21.42,8500.87,µm^3,Cumulative Volume Outside,Image 1,1,,
21.556,8525.14,µm^3,Cumulative Volume Outside,Image 1,1,,
21.692,8549.8,µm^3,Cumulative Volume Outside,Image 1,1,,
21.828,8574.51,µm^3,Cumulative Volume Outside,Image 1,1,,
21.964,8598.65,µm^3,Cumulative Volume Outside,Image 1,1,,
22.1,8622,µm^3,Cumulative Volume Outside,Image 1,1,,
22.236,8645.57,µm^3,Cumulative Volume Outside,Image 1,1,,
22.372,8668.9,µm^3,Cumulative Volume Outside,Image 1,1,,
22.508,8691.57,µm^3,Cumulative Volume Outside,Image 1,1,,
22.644,8714.52,µm^3,Cumulative Volume Outside,Image 1,1,,
22.78,8737.29,µm^3,Cumulative Volume Outside,Image 1,1,,
22.916,8759.43,µm^3,Cumulative Volume Outside,Image 1,1,,
23.052,8781.94,µm^3,Cumulative Volume Outside,Image 1,1,,
23.188,8804.43,µm^3,Cumulative Volume Outside,Image 1,1,,
23.324,8826.46,µm^3,Cumulative Volume Outside,Image 1,1,,
23.46,8847.75,µm^3,Cumulative Volume Outside,Image 1,1,,
23.596,8869.22,µm^3,Cumulative Volume Outside,Image 1,1,,
23.732,8890.46,µm^3,Cumulative Volume Outside,Image 1,1,,
23.868,8911.12,µm^3,Cumulative Volume Outside,Image 1,1,,
24.004,8932.08,µm^3,Cumulative Volume Outside,Image 1,1,,
24.14,8953.05,µm^3,Cumulative Volume Outside,Image 1,1,,
24.276,8973.57,µm^3,Cumulative Volume Outside,Image 1,1,,
24.412,8993.38,µm^3,Cumulative Volume Outside,Image 1,1,,
24.548,9013.4,µm^3,Cumulative Volume Outside,Image 1,1,,
24.684,9033.2,µm^3,Cumulative Volume Outside,Image 1,1,,
24.82,9052.38,µm^3,Cumulative Volume Outside,Image 1,1,,
24.956,9071.77,µm^3,Cumulative Volume Outside,Image 1,1,,
25.092,9090.96,µm^3,Cumulative Volume Outside,Image 1,1,,
25.228,9109.57,µm^3,Cumulative Volume Outside,Image 1,1,,
25.364,9128.43,µm^3,Cumulative Volume Outside,Image 1,1,,
25.5,9147.35,µm^3,Cumulative Volume Outside,Image 1,1,,
25.636,9165.89,µm^3,Cumulative Volume Outside,Image 1,1,,
25.772,9183.76,µm^3,Cumulative Volume Outside,Image 1,1,,
25.908,9201.75,µm^3,Cumulative Volume Outside,Image 1,1,,
26.044,9219.54,µm^3,Cumulative Volume Outside,Image 1,1,,
26.18,9236.76,µm^3,Cumulative Volume Outside,Image 1,1,,
26.316,9254.13,µm^3,Cumulative Volume Outside,Image 1,1,,
26.452,9271.33,µm^3,Cumulative Volume Outside,Image 1,1,,
26.588,9288.01,µm^3,Cumulative Volume Outside,Image 1,1,,
26.724,9304.9,µm^3,Cumulative Volume Outside,Image 1,1,,
26.86,9321.78,µm^3,Cumulative Volume Outside,Image 1,1,,
26.996,9338.27,µm^3,Cumulative Volume Outside,Image 1,1,,
27.132,9354.2,µm^3,Cumulative Volume Outside,Image 1,1,,
27.268,9370.25,µm^3,Cumulative Volume Outside,Image 1,1,,
27.404,9386.08,µm^3,Cumulative Volume Outside,Image 1,1,,
27.54,9401.43,µm^3,Cumulative Volume Outside,Image 1,1,,
27.676,9416.98,µm^3,Cumulative Volume Outside,Image 1,1,,
27.812,9432.53,µm^3,Cumulative Volume Outside,Image 1,1,,
27.948,9447.73,µm^3,Cumulative Volume Outside,Image 1,1,,
28.084,9462.38,µm^3,Cumulative Volume Outside,Image 1,1,,
28.22,9477.16,µm^3,Cumulative Volume Outside,Image 1,1,,
28.356,9491.78,µm^3,Cumulative Volume Outside,Image 1,1,,
28.492,9505.92,µm^3,Cumulative Volume Outside,Image 1,1,,
28.628,9520.19,µm^3,Cumulative Volume Outside,Image 1,1,,
28.764,9534.29,µm^3,Cumulative Volume Outside,Image 1,1,,
28.9,9547.94,µm^3,Cumulative Volume Outside,Image 1,1,,
29.036,9561.73,µm^3,Cumulative Volume Outside,Image 1,1,,
29.172,9575.51,µm^3,Cumulative Volume Outside,Image 1,1,,
29.308,9588.97,µm^3,Cumulative Volume Outside,Image 1,1,,
29.444,9601.94,µm^3,Cumulative Volume Outside,Image 1,1,,
29.58,9615.01,µm^3,Cumulative Volume Outside,Image 1,1,,
29.716,9627.92,µm^3,Cumulative Volume Outside,Image 1,1,,
29.852,9640.4,µm^3,Cumulative Volume Outside,Image 1,1,,
29.988,9652.95,µm^3,Cumulative Volume Outside,Image 1,1,,
30.124,9665.35,µm^3,Cumulative Volume Outside,Image 1,1,,
30.26,9677.36,µm^3,Cumulative Volume Outside,Image 1,1,,
30.396,9689.5,µm^3,Cumulative Volume Outside,Image 1,1,,
30.532,9701.61,µm^3,Cumulative Volume Outside,Image 1,1,,
30.668,9713.42,µm^3,Cumulative Volume Outside,Image 1,1,,
30.804,9724.8,µm^3,Cumulative Volume Outside,Image 1,1,,
30.94,9736.22,µm^3,Cumulative Volume Outside,Image 1,1,,
31.076,9747.47,µm^3,Cumulative Volume Outside,Image 1,1,,
31.212,9758.36,µm^3,Cumulative Volume Outside,Image 1,1,,
31.348,9769.38,µm^3,Cumulative Volume Outside,Image 1,1,,
31.484,9780.37,µm^3,Cumulative Volume Outside,Image 1,1,,
31.62,9791.06,µm^3,Cumulative Volume Outside,Image 1,1,,
31.756,9801.35,µm^3,Cumulative Volume Outside,Image 1,1,,
31.892,9811.79,µm^3,Cumulative Volume Outside,Image 1,1,,
32.028,9822.16,µm^3,Cumulative Volume Outside,Image 1,1,,
32.164,9831.89,µm^3,Cumulative Volume Outside,Image 1,1,,
32.3,9841.49,µm^3,Cumulative Volume Outside,Image 1,1,,
32.436,9851.36,µm^3,Cumulative Volume Outside,Image 1,1,,
32.572,9860.68,µm^3,Cumulative Volume Outside,Image 1,1,,
32.708,9869.85,µm^3,Cumulative Volume Outside,Image 1,1,,
32.844,9879.26,µm^3,Cumulative Volume Outside,Image 1,1,,
32.98,9888.15,µm^3,Cumulative Volume Outside,Image 1,1,,
33.116,9896.87,µm^3,Cumulative Volume Outside,Image 1,1,,
33.252,9905.78,µm^3,Cumulative Volume Outside,Image 1,1,,
33.388,9914.22,µm^3,Cumulative Volume Outside,Image 1,1,,
33.524,9922.54,µm^3,Cumulative Volume Outside,Image 1,1,,
33.66,9931.12,µm^3,Cumulative Volume Outside,Image 1,1,,
33.796,9939.41,µm^3,Cumulative Volume Outside,Image 1,1,,
33.932,9947.69,µm^3,Cumulative Volume Outside,Image 1,1,,
34.068,9955.42,µm^3,Cumulative Volume Outside,Image 1,1,,
34.204,9962.97,µm^3,Cumulative Volume Outside,Image 1,1,,
34.34,9970.68,µm^3,Cumulative Volume Outside,Image 1,1,,
34.476,9977.93,µm^3,Cumulative Volume Outside,Image 1,1,,
34.612,9985.05,µm^3,Cumulative Volume Outside,Image 1,1,,
34.748,9992.3,µm^3,Cumulative Volume Outside,Image 1,1,,
34.884,9999.1,µm^3,Cumulative Volume Outside,Image 1,1,,
35.02,10005.7,µm^3,Cumulative Volume Outside,Image 1,1,,
35.156,10012.5,µm^3,Cumulative Volume Outside,Image 1,1,,
35.292,10018.9,µm^3,Cumulative Volume Outside,Image 1,1,,
35.428,10025.2,µm^3,Cumulative Volume Outside,Image 1,1,,
