
Cumulative Volume Outside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Outside,Unit,Collection,Image,Time,ID,
18.5925,252852,µm^3,Cumulative Volume Outside,Image 1,1,,
19.1475,257719,µm^3,Cumulative Volume Outside,Image 1,1,,
19.7025,262149,µm^3,Cumulative Volume Outside,Image 1,1,,
20.2575,266162,µm^3,Cumulative Volume Outside,Image 1,1,,
20.8125,269753,µm^3,Cumulative Volume Outside,Image 1,1,,
21.3675,272959,µm^3,Cumulative Volume Outside,Image 1,1,,
21.9225,275769,µm^3,Cumulative Volume Outside,Image 1,1,,
22.4775,278247,µm^3,Cumulative Volume Outside,Image 1,1,,
23.0325,280450,µm^3,Cumulative Volume Outside,Image 1,1,,
23.5875,282452,µm^3,Cumulative Volume Outside,Image 1,1,,
24.1425,284293,µm^3,Cumulative Volume Outside,Image 1,1,,
24.6975,286029,µm^3,Cumulative Volume Outside,Image 1,1,,
25.2525,287680,µm^3,Cumulative Volume Outside,Image 1,1,,
25.8075,289266,µm^3,Cumulative Volume Outside,Image 1,1,,
26.3625,290793,µm^3,Cumulative Volume Outside,Image 1,1,,
26.9175,292281,µm^3,Cumulative Volume Outside,Image 1,1,,
27.4725,293728,µm^3,Cumulative Volume Outside,Image 1,1,,
28.0275,295142,µm^3,Cumulative Volume Outside,Image 1,1,,
28.5825,296521,µm^3,Cumulative Volume Outside,Image 1,1,,
29.1375,297852,µm^3,Cumulative Volume Outside,Image 1,1,,
29.6925,299148,µm^3,Cumulative Volume Outside,Image 1,1,,
30.2475,300411,µm^3,Cumulative Volume Outside,Image 1,1,,
30.8025,301651,µm^3,Cumulative Volume Outside,Image 1,1,,
31.3575,302864,µm^3,Cumulative Volume Outside,Image 1,1,,
31.9125,304058,µm^3,Cumulative Volume Outside,Image 1,1,,
32.4675,305216,µm^3,Cumulative Volume Outside,Image 1,1,,
33.0225,306365,µm^3,Cumulative Volume Outside,Image 1,1,,
33.5775,307500,µm^3,Cumulative Volume Outside,Image 1,1,,
34.1325,308606,µm^3,Cumulative Volume Outside,Image 1,1,,
34.6875,309671,µm^3,Cumulative Volume Outside,Image 1,1,,
35.2425,310724,µm^3,Cumulative Volume Outside,Image 1,1,,
35.7975,311753,µm^3,Cumulative Volume Outside,Image 1,1,,
36.3525,312746,µm^3,Cumulative Volume Outside,Image 1,1,,
36.9075,313705,µm^3,Cumulative Volume Outside,Image 1,1,,
37.4625,314651,µm^3,Cumulative Volume Outside,Image 1,1,,
38.0175,315581,µm^3,Cumulative Volume Outside,Image 1,1,,
38.5725,316485,µm^3,Cumulative Volume Outside,Image 1,1,,
39.1275,317360,µm^3,Cumulative Volume Outside,Image 1,1,,
39.6825,318225,µm^3,Cumulative Volume Outside,Image 1,1,,
40.2375,319077,µm^3,Cumulative Volume Outside,Image 1,1,,
40.7925,319905,µm^3,Cumulative Volume Outside,Image 1,1,,
41.3475,320706,µm^3,Cumulative Volume Outside,Image 1,1,,
41.9025,321501,µm^3,Cumulative Volume Outside,Image 1,1,,
42.4575,322288,µm^3,Cumulative Volume Outside,Image 1,1,,
43.0125,323057,µm^3,Cumulative Volume Outside,Image 1,1,,
43.5675,323803,µm^3,Cumulative Volume Outside,Image 1,1,,
44.1225,324525,µm^3,Cumulative Volume Outside,Image 1,1,,
44.6775,325239,µm^3,Cumulative Volume Outside,Image 1,1,,
45.2325,325941,µm^3,Cumulative Volume Outside,Image 1,1,,
45.7875,326627,µm^3,Cumulative Volume Outside,Image 1,1,,
46.3425,327291,µm^3,Cumulative Volume Outside,Image 1,1,,
46.8975,327947,µm^3,Cumulative Volume Outside,Image 1,1,,
47.4525,328594,µm^3,Cumulative Volume Outside,Image 1,1,,
48.0075,329222,µm^3,Cumulative Volume Outside,Image 1,1,,
48.5625,329828,µm^3,Cumulative Volume Outside,Image 1,1,,
49.1175,330428,µm^3,Cumulative Volume Outside,Image 1,1,,
49.6725,331019,µm^3,Cumulative Volume Outside,Image 1,1,,
50.2275,331594,µm^3,Cumulative Volume Outside,Image 1,1,,
50.7825,332149,µm^3,Cumulative Volume Outside,Image 1,1,,
51.3375,332697,µm^3,Cumulative Volume Outside,Image 1,1,,
51.8925,333234,µm^3,Cumulative Volume Outside,Image 1,1,,
52.4475,333756,µm^3,Cumulative Volume Outside,Image 1,1,,
53.0025,334259,µm^3,Cumulative Volume Outside,Image 1,1,,
53.5575,334755,µm^3,Cumulative Volume Outside,Image 1,1,,
54.1125,335242,µm^3,Cumulative Volume Outside,Image 1,1,,
54.6675,335713,µm^3,Cumulative Volume Outside,Image 1,1,,
55.2225,336166,µm^3,Cumulative Volume Outside,Image 1,1,,
55.7775,336613,µm^3,Cumulative Volume Outside,Image 1,1,,
56.3325,337051,µm^3,Cumulative Volume Outside,Image 1,1,,
56.8875,337477,µm^3,Cumulative Volume Outside,Image 1,1,,
57.4425,337887,µm^3,Cumulative Volume Outside,Image 1,1,,
57.9975,338279,µm^3,Cumulative Volume Outside,Image 1,1,,
58.5525,338664,µm^3,Cumulative Volume Outside,Image 1,1,,
59.1075,339039,µm^3,Cumulative Volume Outside,Image 1,1,,
59.6625,339399,µm^3,Cumulative Volume Outside,Image 1,1,,
60.2175,339743,µm^3,Cumulative Volume Outside,Image 1,1,,
