
Cumulative Volume Img=1
 ==================== 
Distance to Surface,Cumulative Volume,Unit,Collection,Image,Time,ID,
4.1785,7241.99,µm^3,Cumulative Volume,Image 1,1,,
4.3155,7342,µm^3,Cumulative Volume,Image 1,1,,
4.4525,7438.8,µm^3,Cumulative Volume,Image 1,1,,
4.5895,7532.68,µm^3,Cumulative Volume,Image 1,1,,
4.7265,7623.82,µm^3,Cumulative Volume,Image 1,1,,
4.8635,7712.69,µm^3,Cumulative Volume,Image 1,1,,
5.0005,7799.83,µm^3,Cumulative Volume,Image 1,1,,
5.1375,7884.98,µm^3,Cumulative Volume,Image 1,1,,
5.2745,7968.33,µm^3,Cumulative Volume,Image 1,1,,
5.4115,8050.14,µm^3,Cumulative Volume,Image 1,1,,
5.5485,8130.71,µm^3,Cumulative Volume,Image 1,1,,
5.6855,8210.29,µm^3,Cumulative Volume,Image 1,1,,
5.8225,8288.06,µm^3,Cumulative Volume,Image 1,1,,
5.9595,8364.18,µm^3,Cumulative Volume,Image 1,1,,
6.0965,8438.83,µm^3,Cumulative Volume,Image 1,1,,
6.2335,8512.11,µm^3,Cumulative Volume,Image 1,1,,
6.3705,8584.07,µm^3,Cumulative Volume,Image 1,1,,
6.5075,8654.76,µm^3,Cumulative Volume,Image 1,1,,
6.6445,8724.24,µm^3,Cumulative Volume,Image 1,1,,
6.7815,8792.45,µm^3,Cumulative Volume,Image 1,1,,
6.9185,8859.56,µm^3,Cumulative Volume,Image 1,1,,
7.0555,8925.65,µm^3,Cumulative Volume,Image 1,1,,
7.1925,8990.82,µm^3,Cumulative Volume,Image 1,1,,
7.3295,9055.12,µm^3,Cumulative Volume,Image 1,1,,
7.4665,9118.75,µm^3,Cumulative Volume,Image 1,1,,
7.6035,9181.86,µm^3,Cumulative Volume,Image 1,1,,
7.7405,9243.63,µm^3,Cumulative Volume,Image 1,1,,
7.8775,9304.2,µm^3,Cumulative Volume,Image 1,1,,
8.0145,9363.88,µm^3,Cumulative Volume,Image 1,1,,
8.1515,9422.97,µm^3,Cumulative Volume,Image 1,1,,
8.2885,9480.63,µm^3,Cumulative Volume,Image 1,1,,
8.4255,9537.76,µm^3,Cumulative Volume,Image 1,1,,
8.5625,9593.74,µm^3,Cumulative Volume,Image 1,1,,
8.6995,9649.13,µm^3,Cumulative Volume,Image 1,1,,
8.8365,9702.92,µm^3,Cumulative Volume,Image 1,1,,
8.9735,9755.25,µm^3,Cumulative Volume,Image 1,1,,
9.1105,9805.13,µm^3,Cumulative Volume,Image 1,1,,
9.2475,9853.21,µm^3,Cumulative Volume,Image 1,1,,
9.3845,9899.35,µm^3,Cumulative Volume,Image 1,1,,
9.5215,9944.53,µm^3,Cumulative Volume,Image 1,1,,
9.6585,9988.63,µm^3,Cumulative Volume,Image 1,1,,
9.7955,10031.5,µm^3,Cumulative Volume,Image 1,1,,
9.9325,10073.9,µm^3,Cumulative Volume,Image 1,1,,
10.0695,10115.4,µm^3,Cumulative Volume,Image 1,1,,
10.2065,10156.6,µm^3,Cumulative Volume,Image 1,1,,
10.3435,10196.7,µm^3,Cumulative Volume,Image 1,1,,
10.4805,10236.4,µm^3,Cumulative Volume,Image 1,1,,
10.6175,10275,µm^3,Cumulative Volume,Image 1,1,,
10.7545,10313.2,µm^3,Cumulative Volume,Image 1,1,,
10.8915,10350.4,µm^3,Cumulative Volume,Image 1,1,,
11.0285,10387,µm^3,Cumulative Volume,Image 1,1,,
11.1655,10422.8,µm^3,Cumulative Volume,Image 1,1,,
11.3025,10458.5,µm^3,Cumulative Volume,Image 1,1,,
11.4395,10493.5,µm^3,Cumulative Volume,Image 1,1,,
11.5765,10527.3,µm^3,Cumulative Volume,Image 1,1,,
11.7135,10560.6,µm^3,Cumulative Volume,Image 1,1,,
11.8505,10592.8,µm^3,Cumulative Volume,Image 1,1,,
11.9875,10624.4,µm^3,Cumulative Volume,Image 1,1,,
12.1245,10654.7,µm^3,Cumulative Volume,Image 1,1,,
12.2615,10683.8,µm^3,Cumulative Volume,Image 1,1,,
12.3985,10711.3,µm^3,Cumulative Volume,Image 1,1,,
12.5355,10737.7,µm^3,Cumulative Volume,Image 1,1,,
12.6725,10762.5,µm^3,Cumulative Volume,Image 1,1,,
12.8095,10786.2,µm^3,Cumulative Volume,Image 1,1,,
12.9465,10808.7,µm^3,Cumulative Volume,Image 1,1,,
13.0835,10830.2,µm^3,Cumulative Volume,Image 1,1,,
13.2205,10850.7,µm^3,Cumulative Volume,Image 1,1,,
13.3575,10870.5,µm^3,Cumulative Volume,Image 1,1,,
13.4945,10889.3,µm^3,Cumulative Volume,Image 1,1,,
13.6315,10907.2,µm^3,Cumulative Volume,Image 1,1,,
13.7685,10924.4,µm^3,Cumulative Volume,Image 1,1,,
13.9055,10940.7,µm^3,Cumulative Volume,Image 1,1,,
14.0425,10956.4,µm^3,Cumulative Volume,Image 1,1,,
14.1795,10971.5,µm^3,Cumulative Volume,Image 1,1,,
14.3165,10986.4,µm^3,Cumulative Volume,Image 1,1,,
14.4535,11000.8,µm^3,Cumulative Volume,Image 1,1,,
14.5905,11015.2,µm^3,Cumulative Volume,Image 1,1,,
14.7275,11029.2,µm^3,Cumulative Volume,Image 1,1,,
14.8645,11043.1,µm^3,Cumulative Volume,Image 1,1,,
15.0015,11056.8,µm^3,Cumulative Volume,Image 1,1,,
15.1385,11070.5,µm^3,Cumulative Volume,Image 1,1,,
15.2755,11083.9,µm^3,Cumulative Volume,Image 1,1,,
15.4125,11096.9,µm^3,Cumulative Volume,Image 1,1,,
15.5495,11109.8,µm^3,Cumulative Volume,Image 1,1,,
15.6865,11122.4,µm^3,Cumulative Volume,Image 1,1,,
15.8235,11134.8,µm^3,Cumulative Volume,Image 1,1,,
15.9605,11147,µm^3,Cumulative Volume,Image 1,1,,
16.0975,11159.1,µm^3,Cumulative Volume,Image 1,1,,
16.2345,11171.2,µm^3,Cumulative Volume,Image 1,1,,
16.3715,11182.9,µm^3,Cumulative Volume,Image 1,1,,
16.5085,11194.1,µm^3,Cumulative Volume,Image 1,1,,
16.6455,11205.3,µm^3,Cumulative Volume,Image 1,1,,
16.7825,11216.5,µm^3,Cumulative Volume,Image 1,1,,
16.9195,11227.4,µm^3,Cumulative Volume,Image 1,1,,
17.0565,11237.8,µm^3,Cumulative Volume,Image 1,1,,
17.1935,11248.3,µm^3,Cumulative Volume,Image 1,1,,
17.3305,11258.8,µm^3,Cumulative Volume,Image 1,1,,
17.4675,11269.2,µm^3,Cumulative Volume,Image 1,1,,
