
Cumulative Volume Img=1
 ==================== 
Distance to Surface,Cumulative Volume,Unit,Collection,Image,Time,ID,
8.772,8134.9,µm^3,Cumulative Volume,Image 1,1,,
8.908,8187,µm^3,Cumulative Volume,Image 1,1,,
9.044,8238.65,µm^3,Cumulative Volume,Image 1,1,,
9.18,8288.63,µm^3,Cumulative Volume,Image 1,1,,
9.316,8337.57,µm^3,Cumulative Volume,Image 1,1,,
9.452,8384.94,µm^3,Cumulative Volume,Image 1,1,,
9.588,8431.38,µm^3,Cumulative Volume,Image 1,1,,
9.724,8477.58,µm^3,Cumulative Volume,Image 1,1,,
9.86,8522.85,µm^3,Cumulative Volume,Image 1,1,,
9.996,8567.8,µm^3,Cumulative Volume,Image 1,1,,
10.132,8611.81,µm^3,Cumulative Volume,Image 1,1,,
10.268,8655.28,µm^3,Cumulative Volume,Image 1,1,,
10.404,8697.64,µm^3,Cumulative Volume,Image 1,1,,
10.54,8739.41,µm^3,Cumulative Volume,Image 1,1,,
10.676,8781.11,µm^3,Cumulative Volume,Image 1,1,,
10.812,8821.99,µm^3,Cumulative Volume,Image 1,1,,
10.948,8862.34,µm^3,Cumulative Volume,Image 1,1,,
11.084,8901.6,µm^3,Cumulative Volume,Image 1,1,,
11.22,8940.28,µm^3,Cumulative Volume,Image 1,1,,
11.356,8978.88,µm^3,Cumulative Volume,Image 1,1,,
11.492,9016.78,µm^3,Cumulative Volume,Image 1,1,,
11.628,9054.35,µm^3,Cumulative Volume,Image 1,1,,
11.764,9090.95,µm^3,Cumulative Volume,Image 1,1,,
11.9,9127.01,µm^3,Cumulative Volume,Image 1,1,,
12.036,9163.05,µm^3,Cumulative Volume,Image 1,1,,
12.172,9198.39,µm^3,Cumulative Volume,Image 1,1,,
12.308,9233.4,µm^3,Cumulative Volume,Image 1,1,,
12.444,9267.59,µm^3,Cumulative Volume,Image 1,1,,
12.58,9301.39,µm^3,Cumulative Volume,Image 1,1,,
12.716,9335.11,µm^3,Cumulative Volume,Image 1,1,,
12.852,9368.21,µm^3,Cumulative Volume,Image 1,1,,
12.988,9401,µm^3,Cumulative Volume,Image 1,1,,
13.124,9433.03,µm^3,Cumulative Volume,Image 1,1,,
13.26,9464.75,µm^3,Cumulative Volume,Image 1,1,,
13.396,9496.4,µm^3,Cumulative Volume,Image 1,1,,
13.532,9527.47,µm^3,Cumulative Volume,Image 1,1,,
13.668,9558.38,µm^3,Cumulative Volume,Image 1,1,,
13.804,9588.75,µm^3,Cumulative Volume,Image 1,1,,
13.94,9618.84,µm^3,Cumulative Volume,Image 1,1,,
14.076,9648.23,µm^3,Cumulative Volume,Image 1,1,,
14.212,9677.2,µm^3,Cumulative Volume,Image 1,1,,
14.348,9706.13,µm^3,Cumulative Volume,Image 1,1,,
14.484,9734.56,µm^3,Cumulative Volume,Image 1,1,,
14.62,9762.71,µm^3,Cumulative Volume,Image 1,1,,
14.756,9790.14,µm^3,Cumulative Volume,Image 1,1,,
14.892,9817.2,µm^3,Cumulative Volume,Image 1,1,,
15.028,9844.21,µm^3,Cumulative Volume,Image 1,1,,
15.164,9870.75,µm^3,Cumulative Volume,Image 1,1,,
15.3,9897.05,µm^3,Cumulative Volume,Image 1,1,,
15.436,9922.61,µm^3,Cumulative Volume,Image 1,1,,
15.572,9947.8,µm^3,Cumulative Volume,Image 1,1,,
15.708,9973,µm^3,Cumulative Volume,Image 1,1,,
15.844,9997.81,µm^3,Cumulative Volume,Image 1,1,,
15.98,10022.4,µm^3,Cumulative Volume,Image 1,1,,
16.116,10046,µm^3,Cumulative Volume,Image 1,1,,
16.252,10069.7,µm^3,Cumulative Volume,Image 1,1,,
16.388,10093,µm^3,Cumulative Volume,Image 1,1,,
16.524,10115.2,µm^3,Cumulative Volume,Image 1,1,,
16.66,10136.9,µm^3,Cumulative Volume,Image 1,1,,
16.796,10156.8,µm^3,Cumulative Volume,Image 1,1,,
16.932,10174.9,µm^3,Cumulative Volume,Image 1,1,,
17.068,10192.3,µm^3,Cumulative Volume,Image 1,1,,
17.204,10208.9,µm^3,Cumulative Volume,Image 1,1,,
17.34,10224.8,µm^3,Cumulative Volume,Image 1,1,,
17.476,10239.6,µm^3,Cumulative Volume,Image 1,1,,
17.612,10253.9,µm^3,Cumulative Volume,Image 1,1,,
17.748,10267.6,µm^3,Cumulative Volume,Image 1,1,,
17.884,10280.4,µm^3,Cumulative Volume,Image 1,1,,
18.02,10292.9,µm^3,Cumulative Volume,Image 1,1,,
18.156,10304.8,µm^3,Cumulative Volume,Image 1,1,,
18.292,10315.9,µm^3,Cumulative Volume,Image 1,1,,
18.428,10326.1,µm^3,Cumulative Volume,Image 1,1,,
18.564,10335.9,µm^3,Cumulative Volume,Image 1,1,,
18.7,10345,µm^3,Cumulative Volume,Image 1,1,,
18.836,10353.4,µm^3,Cumulative Volume,Image 1,1,,
