
Spine Position X
 ==================== 
Spine Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
631.115,µm,Spine,Spine Position,9,5,1,100000001,610000006562,
608.932,µm,Spine,Spine Position,9,1,1,100000000,610000006565,
609.832,µm,Spine,Spine Position,5,3,1,100000000,610000006567,
608.157,µm,Spine,Spine Position,1,2,1,100000002,610000006570,
606.86,µm,Spine,Spine Position,4,2,1,100000000,610000006572,
631.408,µm,Spine,Spine Position,11,6,1,100000001,610000006577,
610.064,µm,Spine,Spine Position,4,4,1,100000002,610000006581,
602.968,µm,Spine,Spine Position,5,2,1,100000000,610000006584,
620.87,µm,Spine,Spine Position,13,6,1,100000000,610000006588,
614.912,µm,Spine,Spine Position,1,2,1,100000000,610000006591,
601.103,µm,Spine,Spine Position,8,2,1,100000000,610000006594,
611.643,µm,Spine,Spine Position,12,2,1,100000000,610000006596,
613.529,µm,Spine,Spine Position,7,7,1,100000002,610000006599,
594.364,µm,Spine,Spine Position,19,7,1,100000002,610000006602,
624.433,µm,Spine,Spine Position,8,6,1,100000000,610000006605,
611.355,µm,Spine,Spine Position,8,2,1,100000000,610000006607,
611.524,µm,Spine,Spine Position,6,2,1,100000000,610000006609,
606.335,µm,Spine,Spine Position,0,1,1,100000002,610000006613,
608.467,µm,Spine,Spine Position,3,2,1,100000000,610000006616,
620.014,µm,Spine,Spine Position,5,2,1,100000000,610000006620,
608.257,µm,Spine,Spine Position,6,3,1,100000000,610000006622,
592.369,µm,Spine,Spine Position,17,6,1,100000002,610000006626,
605.185,µm,Spine,Spine Position,1,2,1,100000002,610000006628,
606.16,µm,Spine,Spine Position,1,1,1,100000002,610000006632,
626.269,µm,Spine,Spine Position,2,2,1,100000001,610000006634,
617.877,µm,Spine,Spine Position,3,3,1,100000000,610000006637,
615.155,µm,Spine,Spine Position,1,2,1,100000000,610000006640,
603.44,µm,Spine,Spine Position,4,4,1,100000002,610000006647,
604.519,µm,Spine,Spine Position,16,4,1,100000000,610000006650,
605.318,µm,Spine,Spine Position,3,3,1,100000002,610000006652,
616.961,µm,Spine,Spine Position,3,1,1,100000000,610000006654,
631.339,µm,Spine,Spine Position,12,5,1,100000001,610000006656,
618.003,µm,Spine,Spine Position,3,3,1,100000000,610000006660,
627.47,µm,Spine,Spine Position,1,1,1,100000001,610000006665,
606.95,µm,Spine,Spine Position,0,1,1,100000002,610000006672,
631.047,µm,Spine,Spine Position,11,5,1,100000001,610000006676,
597.921,µm,Spine,Spine Position,10,6,1,100000002,610000006679,
627.962,µm,Spine,Spine Position,24,8,1,100000001,610000006681,
603.811,µm,Spine,Spine Position,4,1,1,100000000,610000006683,
602.466,µm,Spine,Spine Position,16,3,1,100000000,610000006685,
607.42,µm,Spine,Spine Position,9,1,1,100000000,610000006687,
615.546,µm,Spine,Spine Position,2,1,1,100000000,610000006689,
613.804,µm,Spine,Spine Position,8,7,1,100000002,610000006691,
603.791,µm,Spine,Spine Position,16,3,1,100000000,610000006694,
606.328,µm,Spine,Spine Position,0,1,1,100000002,610000006698,
606.835,µm,Spine,Spine Position,0,1,1,100000002,610000006703,
600.256,µm,Spine,Spine Position,11,3,1,100000000,610000006707,
603.737,µm,Spine,Spine Position,7,4,1,100000000,610000006709,
605.315,µm,Spine,Spine Position,3,3,1,100000002,610000006712,
607.279,µm,Spine,Spine Position,4,3,1,100000000,610000006715,
603.935,µm,Spine,Spine Position,4,1,1,100000000,610000006719,
607.677,µm,Spine,Spine Position,7,4,1,100000000,610000006725,
620.763,µm,Spine,Spine Position,9,3,1,100000000,610000006727,
618.073,µm,Spine,Spine Position,3,1,1,100000000,610000006730,
618.97,µm,Spine,Spine Position,4,1,1,100000000,610000006733,
604.365,µm,Spine,Spine Position,4,3,1,100000000,610000006737,
603.021,µm,Spine,Spine Position,11,5,1,100000000,610000006740,
620.043,µm,Spine,Spine Position,5,2,1,100000000,610000006744,
600.731,µm,Spine,Spine Position,5,2,1,100000002,610000006747,
622.381,µm,Spine,Spine Position,0,1,1,100000001,610000006751,
620.936,µm,Spine,Spine Position,6,2,1,100000000,610000006753,
610.955,µm,Spine,Spine Position,8,1,1,100000000,610000006755,
609.751,µm,Spine,Spine Position,1,1,1,100000002,610000006758,
611.172,µm,Spine,Spine Position,7,1,1,100000000,610000006765,
618.664,µm,Spine,Spine Position,8,5,1,100000002,610000006767,
604.635,µm,Spine,Spine Position,3,2,1,100000002,610000006769,
615.119,µm,Spine,Spine Position,3,1,1,100000000,610000006771,
608.396,µm,Spine,Spine Position,3,2,1,100000000,610000006774,
614.578,µm,Spine,Spine Position,4,2,1,100000002,610000006777,
610.403,µm,Spine,Spine Position,6,5,1,100000002,610000006780,
602.33,µm,Spine,Spine Position,17,4,1,100000000,610000006782,
609.979,µm,Spine,Spine Position,4,4,1,100000002,610000006785,
611.788,µm,Spine,Spine Position,0,1,1,100000000,610000006789,
607.003,µm,Spine,Spine Position,9,1,1,100000000,610000006792,
609.061,µm,Spine,Spine Position,3,2,1,100000000,610000006795,
627.169,µm,Spine,Spine Position,18,7,1,100000001,610000006798,
613.852,µm,Spine,Spine Position,2,2,1,100000000,610000006802,
615.32,µm,Spine,Spine Position,1,2,1,100000000,610000006805,
625.533,µm,Spine,Spine Position,1,1,1,100000001,610000006809,
609.755,µm,Spine,Spine Position,7,3,1,100000000,610000006811,
611.972,µm,Spine,Spine Position,6,1,1,100000000,610000006813,
604.016,µm,Spine,Spine Position,9,5,1,100000000,610000006815,
613.725,µm,Spine,Spine Position,2,2,1,100000000,610000006821,
616.819,µm,Spine,Spine Position,7,5,1,100000002,610000006823,
624.537,µm,Spine,Spine Position,4,2,1,100000001,610000006826,
625.577,µm,Spine,Spine Position,1,1,1,100000001,610000006831,
600.646,µm,Spine,Spine Position,10,3,1,100000000,610000006836,
611.407,µm,Spine,Spine Position,6,2,1,100000000,610000006838,
603.605,µm,Spine,Spine Position,4,4,1,100000002,610000006842,
604.883,µm,Spine,Spine Position,6,3,1,100000000,610000006846,
606.551,µm,Spine,Spine Position,1,2,1,100000002,610000006848,
618.314,µm,Spine,Spine Position,3,1,1,100000000,610000006850,
611.694,µm,Spine,Spine Position,6,1,1,100000000,610000006854,
623.11,µm,Spine,Spine Position,0,1,1,100000001,610000006856,
608.938,µm,Spine,Spine Position,9,1,1,100000000,610000006858,
623.542,µm,Spine,Spine Position,1,1,1,100000001,610000006862,
603.564,µm,Spine,Spine Position,5,2,1,100000000,610000006867,
606.631,µm,Spine,Spine Position,2,2,1,100000000,610000006869,
615.976,µm,Spine,Spine Position,0,1,1,100000000,610000006876,
624.989,µm,Spine,Spine Position,1,1,1,100000001,610000006879,
622.989,µm,Spine,Spine Position,0,1,1,100000001,610000006883,
611.159,µm,Spine,Spine Position,0,1,1,100000002,610000006890,
628.97,µm,Spine,Spine Position,10,4,1,100000001,610000006892,
619.599,µm,Spine,Spine Position,4,3,1,100000000,610000006894,
624.589,µm,Spine,Spine Position,4,2,1,100000001,610000006897,
621.575,µm,Spine,Spine Position,12,5,1,100000000,610000006900,
612.04,µm,Spine,Spine Position,13,2,1,100000000,610000006902,
629.472,µm,Spine,Spine Position,10,5,1,100000001,610000006905,
623.722,µm,Spine,Spine Position,1,1,1,100000001,610000006909,
625.452,µm,Spine,Spine Position,1,1,1,100000001,610000006912,
606.129,µm,Spine,Spine Position,1,1,1,100000002,610000006914,
623.811,µm,Spine,Spine Position,1,1,1,100000001,610000006917,
618.249,µm,Spine,Spine Position,3,3,1,100000000,610000006919,
616.155,µm,Spine,Spine Position,0,1,1,100000000,610000006926,
624.074,µm,Spine,Spine Position,1,1,1,100000001,610000006929,
606.785,µm,Spine,Spine Position,0,1,1,100000002,610000006934,
613.482,µm,Spine,Spine Position,0,1,1,100000000,610000006938,
604.765,µm,Spine,Spine Position,3,3,1,100000002,610000006941,
625.832,µm,Spine,Spine Position,19,6,1,100000001,610000006945,
598.518,µm,Spine,Spine Position,7,4,1,100000002,610000006947,
620.037,µm,Spine,Spine Position,5,2,1,100000000,610000006950,
606.431,µm,Spine,Spine Position,0,1,1,100000002,610000006953,
611.59,µm,Spine,Spine Position,6,1,1,100000000,610000006955,
607.471,µm,Spine,Spine Position,3,2,1,100000000,610000006958,
624.15,µm,Spine,Spine Position,9,2,1,100000000,610000006962,
596.137,µm,Spine,Spine Position,14,8,1,100000002,610000006964,
611.843,µm,Spine,Spine Position,0,1,1,100000000,610000006967,
611.861,µm,Spine,Spine Position,0,1,1,100000000,610000006971,
623.603,µm,Spine,Spine Position,1,1,1,100000001,610000006976,
606.711,µm,Spine,Spine Position,4,2,1,100000000,610000006979,
610.679,µm,Spine,Spine Position,8,5,1,100000002,610000006982,
618.7,µm,Spine,Spine Position,3,3,1,100000000,610000006985,
615.321,µm,Spine,Spine Position,2,2,1,100000000,610000006987,
626.084,µm,Spine,Spine Position,17,6,1,100000001,610000006990,
612.637,µm,Spine,Spine Position,4,1,1,100000000,610000006994,
606.639,µm,Spine,Spine Position,2,2,1,100000000,610000006999,
598.036,µm,Spine,Spine Position,12,5,1,100000002,610000007001,
605.09,µm,Spine,Spine Position,12,2,1,100000000,610000007003,
605.389,µm,Spine,Spine Position,2,3,1,100000002,610000007006,
613.117,µm,Spine,Spine Position,8,5,1,100000002,610000007011,
611.694,µm,Spine,Spine Position,0,1,1,100000000,610000007017,
612.607,µm,Spine,Spine Position,7,6,1,100000002,610000007019,
621.065,µm,Spine,Spine Position,11,8,1,100000001,610000007025,
624.116,µm,Spine,Spine Position,1,2,1,100000001,610000007028,
614.069,µm,Spine,Spine Position,1,2,1,100000000,610000007032,
602.556,µm,Spine,Spine Position,17,4,1,100000000,610000007034,
609.958,µm,Spine,Spine Position,0,1,1,100000002,610000007037,
613.6,µm,Spine,Spine Position,0,1,1,100000000,610000007040,
624.518,µm,Spine,Spine Position,1,1,1,100000001,610000007043,
611.294,µm,Spine,Spine Position,0,1,1,100000000,610000007046,
609.714,µm,Spine,Spine Position,3,3,1,100000000,610000007048,
622.622,µm,Spine,Spine Position,7,2,1,100000000,610000007051,
603.598,µm,Spine,Spine Position,4,4,1,100000002,610000007055,
626.215,µm,Spine,Spine Position,5,3,1,100000001,610000007057,
605.924,µm,Spine,Spine Position,2,3,1,100000002,610000007060,
621.068,µm,Spine,Spine Position,5,3,1,100000000,610000007062,
624.033,µm,Spine,Spine Position,1,1,1,100000001,610000007065,
627.351,µm,Spine,Spine Position,1,1,1,100000001,610000007068,
612.344,µm,Spine,Spine Position,0,1,1,100000000,610000007071,
607.638,µm,Spine,Spine Position,7,4,1,100000000,610000007076,
612.873,µm,Spine,Spine Position,5,3,1,100000002,610000007078,
606.36,µm,Spine,Spine Position,2,2,1,100000000,610000007080,
624.245,µm,Spine,Spine Position,1,1,1,100000001,610000007085,
606.755,µm,Spine,Spine Position,0,1,1,100000002,610000007087,
609.364,µm,Spine,Spine Position,9,1,1,100000000,610000007091,
613.3,µm,Spine,Spine Position,6,4,1,100000002,610000007094,
603.842,µm,Spine,Spine Position,4,2,1,100000002,610000007096,
612.21,µm,Spine,Spine Position,0,1,1,100000000,610000007099,
629.79,µm,Spine,Spine Position,9,3,1,100000001,610000007102,
624.118,µm,Spine,Spine Position,2,2,1,100000001,610000007105,
607.241,µm,Spine,Spine Position,1,2,1,100000002,610000007107,
612.574,µm,Spine,Spine Position,4,1,1,100000000,610000007109,
612.338,µm,Spine,Spine Position,1,2,1,100000000,610000007113,
603.882,µm,Spine,Spine Position,4,3,1,100000002,610000007116,
612.194,µm,Spine,Spine Position,0,1,1,100000000,610000007119,
605.718,µm,Spine,Spine Position,6,3,1,100000000,610000007122,
613.22,µm,Spine,Spine Position,8,5,1,100000002,610000007125,
623.543,µm,Spine,Spine Position,1,1,1,100000001,610000007127,
617.908,µm,Spine,Spine Position,3,3,1,100000000,610000007130,
631.441,µm,Spine,Spine Position,11,4,1,100000001,610000007133,
615.79,µm,Spine,Spine Position,4,2,1,100000000,610000007136,
610.355,µm,Spine,Spine Position,1,1,1,100000002,610000007138,
626.649,µm,Spine,Spine Position,6,3,1,100000001,610000007140,
623.484,µm,Spine,Spine Position,1,1,1,100000001,610000007145,
612.773,µm,Spine,Spine Position,2,2,1,100000000,610000007148,
624.403,µm,Spine,Spine Position,1,1,1,100000001,610000007150,
609.744,µm,Spine,Spine Position,7,3,1,100000000,610000007152,
605.995,µm,Spine,Spine Position,5,3,1,100000000,610000007154,
600.382,µm,Spine,Spine Position,5,3,1,100000002,610000007157,
611.605,µm,Spine,Spine Position,0,1,1,100000000,610000007160,
606.573,µm,Spine,Spine Position,6,2,1,100000000,610000007164,
609.03,µm,Spine,Spine Position,6,4,1,100000000,610000007166,
623.997,µm,Spine,Spine Position,1,1,1,100000001,610000007168,
623.218,µm,Spine,Spine Position,1,1,1,100000001,610000007170,
622.925,µm,Spine,Spine Position,6,4,1,100000000,610000007173,
622.38,µm,Spine,Spine Position,0,1,1,100000001,610000007175,
608.753,µm,Spine,Spine Position,9,1,1,100000000,610000007179,
621.158,µm,Spine,Spine Position,10,4,1,100000000,610000007182,
626.42,µm,Spine,Spine Position,17,7,1,100000001,610000007184,
615.161,µm,Spine,Spine Position,2,2,1,100000000,610000007188,
609.634,µm,Spine,Spine Position,3,3,1,100000000,610000007190,
613.155,µm,Spine,Spine Position,5,3,1,100000002,610000007193,
623.478,µm,Spine,Spine Position,1,1,1,100000001,610000007195,
611.732,µm,Spine,Spine Position,6,1,1,100000000,610000007197,
612.809,µm,Spine,Spine Position,0,1,1,100000000,610000007200,
603.593,µm,Spine,Spine Position,16,3,1,100000000,610000007204,
613.407,µm,Spine,Spine Position,6,4,1,100000002,610000007209,
611.268,µm,Spine,Spine Position,0,1,1,100000000,610000007213,
610.477,µm,Spine,Spine Position,0,1,1,100000002,610000007215,
606.763,µm,Spine,Spine Position,2,2,1,100000000,610000007218,
613.011,µm,Spine,Spine Position,5,3,1,100000002,610000007220,
616.081,µm,Spine,Spine Position,0,1,1,100000000,610000007225,
613.392,µm,Spine,Spine Position,6,4,1,100000002,610000007229,
610.364,µm,Spine,Spine Position,6,4,1,100000002,610000007233,
620.052,µm,Spine,Spine Position,5,2,1,100000000,610000007235,
624.128,µm,Spine,Spine Position,1,1,1,100000001,610000007238,
626.212,µm,Spine,Spine Position,16,6,1,100000001,610000007240,
614.431,µm,Spine,Spine Position,1,1,1,100000000,610000007243,
606.185,µm,Spine,Spine Position,3,2,1,100000000,610000007249,
609.533,µm,Spine,Spine Position,0,1,1,100000000,610000007253,
624.159,µm,Spine,Spine Position,2,2,1,100000001,610000007257,
624.111,µm,Spine,Spine Position,1,1,1,100000001,610000007260,
617.75,µm,Spine,Spine Position,7,5,1,100000002,610000007262,
600.693,µm,Spine,Spine Position,10,3,1,100000000,610000007264,
618.771,µm,Spine,Spine Position,3,3,1,100000000,610000007266,
621.028,µm,Spine,Spine Position,13,6,1,100000000,610000007270,
613.02,µm,Spine,Spine Position,8,5,1,100000002,610000007274,
611.117,µm,Spine,Spine Position,0,1,1,100000000,610000007278,
624.713,µm,Spine,Spine Position,1,1,1,100000001,610000007280,
613.662,µm,Spine,Spine Position,0,1,1,100000000,610000007282,
623.403,µm,Spine,Spine Position,1,1,1,100000001,610000007286,
611.462,µm,Spine,Spine Position,0,1,1,100000002,610000007288,
611.453,µm,Spine,Spine Position,0,1,1,100000000,610000007291,
616.966,µm,Spine,Spine Position,2,1,1,100000000,610000007296,
606.558,µm,Spine,Spine Position,0,1,1,100000002,610000007300,
612.102,µm,Spine,Spine Position,0,1,1,100000000,610000007303,
612.487,µm,Spine,Spine Position,0,1,1,100000000,610000007307,
630.436,µm,Spine,Spine Position,10,4,1,100000001,610000007310,
606.907,µm,Spine,Spine Position,0,1,1,100000002,610000007313,
602.739,µm,Spine,Spine Position,4,2,1,100000000,610000007323,
624.713,µm,Spine,Spine Position,1,1,1,100000001,610000007332,
609.659,µm,Spine,Spine Position,0,1,1,100000002,610000007337,
617.275,µm,Spine,Spine Position,2,1,1,100000000,610000007339,
614.012,µm,Spine,Spine Position,2,2,1,100000000,610000007344,
611.518,µm,Spine,Spine Position,0,1,1,100000000,610000007347,
613.065,µm,Spine,Spine Position,5,3,1,100000002,610000007350,
624.258,µm,Spine,Spine Position,1,1,1,100000001,610000007353,
609.804,µm,Spine,Spine Position,4,4,1,100000002,610000007357,
612.297,µm,Spine,Spine Position,0,1,1,100000000,610000007359,
612.777,µm,Spine,Spine Position,2,2,1,100000000,610000007364,
612.492,µm,Spine,Spine Position,0,1,1,100000000,610000007368,
612.373,µm,Spine,Spine Position,0,1,1,100000000,610000007372,
612.281,µm,Spine,Spine Position,1,2,1,100000000,610000007374,
613.925,µm,Spine,Spine Position,2,2,1,100000000,610000007377,
613.846,µm,Spine,Spine Position,4,2,1,100000002,610000007384,
625.428,µm,Spine,Spine Position,1,1,1,100000001,610000007387,
613.532,µm,Spine,Spine Position,0,1,1,100000000,610000007392,
612.102,µm,Spine,Spine Position,0,1,1,100000000,610000007395,
616.064,µm,Spine,Spine Position,0,1,1,100000000,610000007402,
607.292,µm,Spine,Spine Position,0,1,1,100000002,610000007409,
613.727,µm,Spine,Spine Position,0,1,1,100000000,610000007412,
613.396,µm,Spine,Spine Position,6,4,1,100000002,610000007415,
621.767,µm,Spine,Spine Position,11,8,1,100000001,610000007421,
607.173,µm,Spine,Spine Position,0,1,1,100000002,610000007424,
625.845,µm,Spine,Spine Position,21,7,1,100000001,610000007426,
611.648,µm,Spine,Spine Position,0,1,1,100000000,610000007429,
623.436,µm,Spine,Spine Position,2,2,1,100000001,610000007433,
613.422,µm,Spine,Spine Position,6,5,1,100000002,610000007443,
619.456,µm,Spine,Spine Position,7,2,1,100000000,610000007449,
613.675,µm,Spine,Spine Position,0,1,1,100000000,610000007451,
612.663,µm,Spine,Spine Position,0,1,1,100000000,610000007456,
611.062,µm,Spine,Spine Position,0,1,1,100000000,610000007459,
623.968,µm,Spine,Spine Position,9,2,1,100000000,610000007465,
606.383,µm,Spine,Spine Position,0,1,1,100000002,610000007467,
624.649,µm,Spine,Spine Position,0,1,1,100000001,610000007470,
610.505,µm,Spine,Spine Position,1,2,1,100000000,610000007472,
610.867,µm,Spine,Spine Position,0,1,1,100000000,610000007476,
605.689,µm,Spine,Spine Position,2,1,1,100000000,610000007481,
610.326,µm,Spine,Spine Position,6,4,1,100000002,610000007483,
612.988,µm,Spine,Spine Position,6,6,1,100000002,610000007485,
606.188,µm,Spine,Spine Position,0,1,1,100000002,610000007488,
611.604,µm,Spine,Spine Position,5,2,1,100000000,610000007490,
611.159,µm,Spine,Spine Position,0,1,1,100000002,610000007493,
614.117,µm,Spine,Spine Position,0,1,1,100000000,610000007503,
611.437,µm,Spine,Spine Position,0,1,1,100000000,610000007506,
626.025,µm,Spine,Spine Position,16,6,1,100000001,610000007516,
612.765,µm,Spine,Spine Position,3,1,1,100000000,610000007519,
606.899,µm,Spine,Spine Position,1,1,1,100000002,610000007523,
611.713,µm,Spine,Spine Position,0,1,1,100000000,610000007527,
613.987,µm,Spine,Spine Position,0,1,1,100000000,610000007529,
598.306,µm,Spine,Spine Position,12,5,1,100000002,610000007536,
607.11,µm,Spine,Spine Position,2,2,1,100000000,610000007540,
614.573,µm,Spine,Spine Position,0,1,1,100000000,610000007547,
612.362,µm,Spine,Spine Position,0,1,1,100000000,610000007550,
597.876,µm,Spine,Spine Position,12,5,1,100000002,610000007560,
611.246,µm,Spine,Spine Position,7,1,1,100000000,610000007564,
611.713,µm,Spine,Spine Position,0,1,1,100000000,610000007570,
611.062,µm,Spine,Spine Position,0,1,1,100000000,610000007584,
612.428,µm,Spine,Spine Position,2,3,1,100000002,610000007586,
630.592,µm,Spine,Spine Position,10,4,1,100000001,610000007596,
610.833,µm,Spine,Spine Position,8,1,1,100000000,610000007599,
618.59,µm,Spine,Spine Position,7,5,1,100000002,610000007613,
606.708,µm,Spine,Spine Position,0,1,1,100000002,610000007618,
613.662,µm,Spine,Spine Position,0,1,1,100000000,610000007623,
609.633,µm,Spine,Spine Position,0,1,1,100000002,610000007628,
613.127,µm,Spine,Spine Position,8,5,1,100000002,610000007635,
612.798,µm,Spine,Spine Position,0,1,1,100000000,610000007642,
607.294,µm,Spine,Spine Position,0,1,1,100000002,610000007644,
621.211,µm,Spine,Spine Position,6,3,1,100000000,610000007652,
612.772,µm,Spine,Spine Position,7,6,1,100000002,610000007695,
614.638,µm,Spine,Spine Position,0,1,1,100000000,610000007702,
602.577,µm,Spine,Spine Position,11,4,1,100000000,610000007791,
602.633,µm,Spine,Spine Position,11,4,1,100000000,610000007792,
602.772,µm,Spine,Spine Position,10,4,1,100000000,610000007793,
603.147,µm,Spine,Spine Position,9,4,1,100000000,610000007794,
601.57,µm,Spine,Spine Position,10,3,1,100000000,610000007795,
602.731,µm,Spine,Spine Position,8,3,1,100000000,610000007796,
603.064,µm,Spine,Spine Position,8,3,1,100000000,610000007797,
603.918,µm,Spine,Spine Position,9,4,1,100000000,610000007798,
603.797,µm,Spine,Spine Position,8,4,1,100000000,610000007799,
606.54,µm,Spine,Spine Position,6,2,1,100000000,610000007800,
606.408,µm,Spine,Spine Position,4,2,1,100000000,610000007801,
606.071,µm,Spine,Spine Position,3,2,1,100000000,610000007802,
606.198,µm,Spine,Spine Position,2,2,1,100000000,610000007803,
606.513,µm,Spine,Spine Position,2,2,1,100000000,610000007804,
606.795,µm,Spine,Spine Position,2,2,1,100000000,610000007805,
606.795,µm,Spine,Spine Position,2,2,1,100000000,610000007806,
607.027,µm,Spine,Spine Position,2,2,1,100000000,610000007807,
599.972,µm,Spine,Spine Position,12,3,1,100000000,610000007808,
600.115,µm,Spine,Spine Position,12,4,1,100000000,610000007809,
600.115,µm,Spine,Spine Position,12,4,1,100000000,610000007810,
600.115,µm,Spine,Spine Position,12,4,1,100000000,610000007811,
600.178,µm,Spine,Spine Position,11,3,1,100000000,610000007812,
601.278,µm,Spine,Spine Position,8,2,1,100000000,610000007813,
602.645,µm,Spine,Spine Position,7,3,1,100000000,610000007814,
602.728,µm,Spine,Spine Position,6,2,1,100000000,610000007815,
603.311,µm,Spine,Spine Position,5,2,1,100000000,610000007816,
605.638,µm,Spine,Spine Position,2,1,1,100000000,610000007817,
605.719,µm,Spine,Spine Position,2,1,1,100000000,610000007818,
608.31,µm,Spine,Spine Position,1,1,1,100000000,610000007819,
608.493,µm,Spine,Spine Position,1,1,1,100000000,610000007820,
608.585,µm,Spine,Spine Position,1,1,1,100000000,610000007821,
608.884,µm,Spine,Spine Position,1,1,1,100000000,610000007822,
608.759,µm,Spine,Spine Position,1,2,1,100000000,610000007823,
610.126,µm,Spine,Spine Position,0,1,1,100000000,610000007824,
613.645,µm,Spine,Spine Position,11,4,1,100000000,610000007832,
613.645,µm,Spine,Spine Position,11,4,1,100000000,610000007833,
613.531,µm,Spine,Spine Position,11,4,1,100000000,610000007834,
614.844,µm,Spine,Spine Position,11,3,1,100000000,610000007835,
614.544,µm,Spine,Spine Position,11,3,1,100000000,610000007836,
613.122,µm,Spine,Spine Position,10,3,1,100000000,610000007837,
612.284,µm,Spine,Spine Position,9,3,1,100000000,610000007838,
609.896,µm,Spine,Spine Position,13,3,1,100000000,610000007839,
610.598,µm,Spine,Spine Position,13,3,1,100000000,610000007840,
612.36,µm,Spine,Spine Position,10,2,1,100000000,610000007841,
612.492,µm,Spine,Spine Position,10,2,1,100000000,610000007842,
611.959,µm,Spine,Spine Position,8,2,1,100000000,610000007843,
601.595,µm,Spine,Spine Position,17,3,1,100000000,610000007844,
601.669,µm,Spine,Spine Position,17,3,1,100000000,610000007845,
603.019,µm,Spine,Spine Position,16,3,1,100000000,610000007846,
603.227,µm,Spine,Spine Position,16,3,1,100000000,610000007847,
603.227,µm,Spine,Spine Position,16,3,1,100000000,610000007848,
604.703,µm,Spine,Spine Position,14,3,1,100000000,610000007849,
606.16,µm,Spine,Spine Position,17,5,1,100000000,610000007850,
604.757,µm,Spine,Spine Position,12,2,1,100000000,610000007851,
608.191,µm,Spine,Spine Position,9,1,1,100000000,610000007852,
609.236,µm,Spine,Spine Position,9,1,1,100000000,610000007853,
610.447,µm,Spine,Spine Position,8,1,1,100000000,610000007854,
610.447,µm,Spine,Spine Position,8,1,1,100000000,610000007855,
611.283,µm,Spine,Spine Position,7,1,1,100000000,610000007856,
611.456,µm,Spine,Spine Position,7,1,1,100000000,610000007857,
611.565,µm,Spine,Spine Position,7,1,1,100000000,610000007858,
612.72,µm,Spine,Spine Position,8,2,1,100000000,610000007859,
612.494,µm,Spine,Spine Position,8,3,1,100000000,610000007860,
612.421,µm,Spine,Spine Position,7,2,1,100000000,610000007861,
611.595,µm,Spine,Spine Position,7,1,1,100000000,610000007862,
