
Volume Outside Img=1
 ==================== 
Distance to Surface,Volume Outside,Unit,Collection,Image,Time,ID,
5.236,65.6012,µm^3,Volume Outside,Image 1,1,,
5.372,66.1294,µm^3,Volume Outside,Image 1,1,,
5.508,66.6936,µm^3,Volume Outside,Image 1,1,,
5.644,66.7444,µm^3,Volume Outside,Image 1,1,,
5.78,66.7926,µm^3,Volume Outside,Image 1,1,,
5.916,66.7207,µm^3,Volume Outside,Image 1,1,,
6.052,67.3834,µm^3,Volume Outside,Image 1,1,,
6.188,67.8685,µm^3,Volume Outside,Image 1,1,,
6.324,68.1642,µm^3,Volume Outside,Image 1,1,,
6.46,68.1849,µm^3,Volume Outside,Image 1,1,,
6.596,67.9612,µm^3,Volume Outside,Image 1,1,,
6.732,68.6082,µm^3,Volume Outside,Image 1,1,,
6.868,69.1086,µm^3,Volume Outside,Image 1,1,,
7.004,69.5116,µm^3,Volume Outside,Image 1,1,,
7.14,69.8538,µm^3,Volume Outside,Image 1,1,,
7.276,69.8212,µm^3,Volume Outside,Image 1,1,,
7.412,69.71,µm^3,Volume Outside,Image 1,1,,
7.548,70.4429,µm^3,Volume Outside,Image 1,1,,
7.684,71.0435,µm^3,Volume Outside,Image 1,1,,
7.82,71.4711,µm^3,Volume Outside,Image 1,1,,
7.956,71.6796,µm^3,Volume Outside,Image 1,1,,
8.092,71.0794,µm^3,Volume Outside,Image 1,1,,
8.228,71.2955,µm^3,Volume Outside,Image 1,1,,
8.364,72.5216,µm^3,Volume Outside,Image 1,1,,
8.5,72.6629,µm^3,Volume Outside,Image 1,1,,
8.636,73.2529,µm^3,Volume Outside,Image 1,1,,
8.772,72.698,µm^3,Volume Outside,Image 1,1,,
8.908,72.9687,µm^3,Volume Outside,Image 1,1,,
9.044,74.1761,µm^3,Volume Outside,Image 1,1,,
9.18,74.2578,µm^3,Volume Outside,Image 1,1,,
9.316,74.9425,µm^3,Volume Outside,Image 1,1,,
9.452,74.1647,µm^3,Volume Outside,Image 1,1,,
9.588,73.7498,µm^3,Volume Outside,Image 1,1,,
9.724,73.5531,µm^3,Volume Outside,Image 1,1,,
9.86,71.2727,µm^3,Volume Outside,Image 1,1,,
9.996,69.6749,µm^3,Volume Outside,Image 1,1,,
10.132,67.1576,µm^3,Volume Outside,Image 1,1,,
10.268,65.6714,µm^3,Volume Outside,Image 1,1,,
10.404,63.5741,µm^3,Volume Outside,Image 1,1,,
10.54,62.4415,µm^3,Volume Outside,Image 1,1,,
10.676,62.0769,µm^3,Volume Outside,Image 1,1,,
10.812,60.3222,µm^3,Volume Outside,Image 1,1,,
10.948,59.1701,µm^3,Volume Outside,Image 1,1,,
11.084,57.2259,µm^3,Volume Outside,Image 1,1,,
11.22,56.139,µm^3,Volume Outside,Image 1,1,,
11.356,55.878,µm^3,Volume Outside,Image 1,1,,
11.492,54.7924,µm^3,Volume Outside,Image 1,1,,
11.628,54.1846,µm^3,Volume Outside,Image 1,1,,
11.764,52.7327,µm^3,Volume Outside,Image 1,1,,
11.9,51.9037,µm^3,Volume Outside,Image 1,1,,
12.036,51.765,µm^3,Volume Outside,Image 1,1,,
12.172,50.6599,µm^3,Volume Outside,Image 1,1,,
12.308,50.1418,µm^3,Volume Outside,Image 1,1,,
12.444,48.8506,µm^3,Volume Outside,Image 1,1,,
12.58,48.2357,µm^3,Volume Outside,Image 1,1,,
12.716,47.9849,µm^3,Volume Outside,Image 1,1,,
12.852,47.0493,µm^3,Volume Outside,Image 1,1,,
12.988,46.508,µm^3,Volume Outside,Image 1,1,,
13.124,45.306,µm^3,Volume Outside,Image 1,1,,
13.26,44.6839,µm^3,Volume Outside,Image 1,1,,
13.396,44.5689,µm^3,Volume Outside,Image 1,1,,
13.532,43.7281,µm^3,Volume Outside,Image 1,1,,
13.668,43.3935,µm^3,Volume Outside,Image 1,1,,
13.804,42.5659,µm^3,Volume Outside,Image 1,1,,
13.94,42.1472,µm^3,Volume Outside,Image 1,1,,
14.076,41.1029,µm^3,Volume Outside,Image 1,1,,
14.212,40.4998,µm^3,Volume Outside,Image 1,1,,
14.348,40.4229,µm^3,Volume Outside,Image 1,1,,
14.484,39.6916,µm^3,Volume Outside,Image 1,1,,
14.62,39.2881,µm^3,Volume Outside,Image 1,1,,
14.756,38.3256,µm^3,Volume Outside,Image 1,1,,
14.892,37.8358,µm^3,Volume Outside,Image 1,1,,
15.028,37.8121,µm^3,Volume Outside,Image 1,1,,
15.164,37.2001,µm^3,Volume Outside,Image 1,1,,
15.3,36.8948,µm^3,Volume Outside,Image 1,1,,
15.436,35.9271,µm^3,Volume Outside,Image 1,1,,
15.572,35.4475,µm^3,Volume Outside,Image 1,1,,
15.708,35.4805,µm^3,Volume Outside,Image 1,1,,
15.844,35.0085,µm^3,Volume Outside,Image 1,1,,
15.98,34.8283,µm^3,Volume Outside,Image 1,1,,
16.116,33.6513,µm^3,Volume Outside,Image 1,1,,
16.252,34.0252,µm^3,Volume Outside,Image 1,1,,
16.388,33.8476,µm^3,Volume Outside,Image 1,1,,
16.524,32.9581,µm^3,Volume Outside,Image 1,1,,
16.66,33.6027,µm^3,Volume Outside,Image 1,1,,
16.796,33.5507,µm^3,Volume Outside,Image 1,1,,
16.932,32.726,µm^3,Volume Outside,Image 1,1,,
17.068,33.45,µm^3,Volume Outside,Image 1,1,,
17.204,33.7837,µm^3,Volume Outside,Image 1,1,,
17.34,33.4352,µm^3,Volume Outside,Image 1,1,,
17.476,32.6029,µm^3,Volume Outside,Image 1,1,,
17.612,33.1565,µm^3,Volume Outside,Image 1,1,,
17.748,33.0668,µm^3,Volume Outside,Image 1,1,,
17.884,32.4807,µm^3,Volume Outside,Image 1,1,,
18.02,33.2711,µm^3,Volume Outside,Image 1,1,,
18.156,33.4441,µm^3,Volume Outside,Image 1,1,,
18.292,33.0271,µm^3,Volume Outside,Image 1,1,,
18.428,32.196,µm^3,Volume Outside,Image 1,1,,
18.564,32.7078,µm^3,Volume Outside,Image 1,1,,
18.7,32.7264,µm^3,Volume Outside,Image 1,1,,
18.836,32.0581,µm^3,Volume Outside,Image 1,1,,
18.972,32.5724,µm^3,Volume Outside,Image 1,1,,
19.108,32.3398,µm^3,Volume Outside,Image 1,1,,
19.244,30.9433,µm^3,Volume Outside,Image 1,1,,
19.38,30.5589,µm^3,Volume Outside,Image 1,1,,
19.516,29.9122,µm^3,Volume Outside,Image 1,1,,
19.652,28.7652,µm^3,Volume Outside,Image 1,1,,
19.788,27.4892,µm^3,Volume Outside,Image 1,1,,
19.924,27.658,µm^3,Volume Outside,Image 1,1,,
20.06,27.3179,µm^3,Volume Outside,Image 1,1,,
20.196,26.404,µm^3,Volume Outside,Image 1,1,,
20.332,26.6535,µm^3,Volume Outside,Image 1,1,,
20.468,26.511,µm^3,Volume Outside,Image 1,1,,
20.604,25.4609,µm^3,Volume Outside,Image 1,1,,
20.74,23.4557,µm^3,Volume Outside,Image 1,1,,
20.876,22.2766,µm^3,Volume Outside,Image 1,1,,
21.012,20.8158,µm^3,Volume Outside,Image 1,1,,
21.148,19.1795,µm^3,Volume Outside,Image 1,1,,
21.284,18.5404,µm^3,Volume Outside,Image 1,1,,
21.42,17.5622,µm^3,Volume Outside,Image 1,1,,
21.556,16.2676,µm^3,Volume Outside,Image 1,1,,
21.692,15.7783,µm^3,Volume Outside,Image 1,1,,
21.828,15.1278,µm^3,Volume Outside,Image 1,1,,
21.964,14.1555,µm^3,Volume Outside,Image 1,1,,
22.1,13.099,µm^3,Volume Outside,Image 1,1,,
22.236,12.745,µm^3,Volume Outside,Image 1,1,,
22.372,12.1973,µm^3,Volume Outside,Image 1,1,,
22.508,11.4796,µm^3,Volume Outside,Image 1,1,,
22.644,11.2208,µm^3,Volume Outside,Image 1,1,,
22.78,10.8135,µm^3,Volume Outside,Image 1,1,,
22.916,10.2176,µm^3,Volume Outside,Image 1,1,,
23.052,10.0222,µm^3,Volume Outside,Image 1,1,,
23.188,9.7181,µm^3,Volume Outside,Image 1,1,,
23.324,9.22835,µm^3,Volume Outside,Image 1,1,,
