
Spine Attachment Pt Position Z
 ==================== 
Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1457.54,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000008676,
1443.72,µm,Spine,Spine Attachment Pt Position,4,1,1,100000003,610000008691,
1457.72,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000008695,
1442.44,µm,Spine,Spine Attachment Pt Position,5,2,1,100000003,610000008701,
1448.36,µm,Spine,Spine Attachment Pt Position,2,1,1,100000002,610000008714,
1440.76,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000008717,
1449.4,µm,Spine,Spine Attachment Pt Position,2,2,1,100000000,610000008719,
1452.46,µm,Spine,Spine Attachment Pt Position,11,5,1,100000001,610000008731,
1439.21,µm,Spine,Spine Attachment Pt Position,5,2,1,100000003,610000008747,
1452,µm,Spine,Spine Attachment Pt Position,4,2,1,100000002,610000008750,
1440.72,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000008759,
1445.37,µm,Spine,Spine Attachment Pt Position,3,1,1,100000003,610000008762,
1441.02,µm,Spine,Spine Attachment Pt Position,5,2,1,100000002,610000008765,
1440.93,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000008771,
1447.87,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000008783,
1442.06,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000008791,
1452.92,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000008794,
1457.5,µm,Spine,Spine Attachment Pt Position,7,3,1,100000002,610000008810,
1439.27,µm,Spine,Spine Attachment Pt Position,2,2,1,100000000,610000008822,
1448.22,µm,Spine,Spine Attachment Pt Position,1,2,1,100000003,610000008827,
1444.73,µm,Spine,Spine Attachment Pt Position,5,1,1,100000005,610000008832,
1456.31,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000008842,
1442.06,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009090,
1451.37,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000009090,
1440.15,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000009090,
1450.9,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000009090,
1440.74,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000009091,
1449.89,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000009091,
1447.27,µm,Spine,Spine Attachment Pt Position,13,3,1,,610000009091,
1455.59,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000009092,
1445.22,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000009092,
1449.24,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000009092,
1446.18,µm,Spine,Spine Attachment Pt Position,11,2,1,,610000009092,
1447.08,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000009093,
1439.98,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000009093,
1445.82,µm,Spine,Spine Attachment Pt Position,3,4,1,,610000009093,
1454.55,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000009094,
1445.4,µm,Spine,Spine Attachment Pt Position,9,2,1,,610000009094,
1443.06,µm,Spine,Spine Attachment Pt Position,3,4,1,,610000009094,
1440.56,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000009095,
1451.27,µm,Spine,Spine Attachment Pt Position,16,2,1,,610000009095,
1451.44,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000009096,
1439.25,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000009096,
1455.58,µm,Spine,Spine Attachment Pt Position,11,2,1,,610000009096,
1452.98,µm,Spine,Spine Attachment Pt Position,4,4,1,,610000009097,
1441.59,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009097,
1439.28,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000009097,
1453.51,µm,Spine,Spine Attachment Pt Position,10,1,1,,610000009097,
1452.16,µm,Spine,Spine Attachment Pt Position,4,4,1,,610000009098,
1441.16,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009098,
1441.97,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000009098,
1452.77,µm,Spine,Spine Attachment Pt Position,10,1,1,,610000009098,
1445.02,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000009099,
1442.8,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000009099,
1450.9,µm,Spine,Spine Attachment Pt Position,9,1,1,,610000009099,
1452.76,µm,Spine,Spine Attachment Pt Position,5,5,1,,610000009099,
1454.72,µm,Spine,Spine Attachment Pt Position,6,5,1,,610000009100,
1456.93,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000009100,
1450.19,µm,Spine,Spine Attachment Pt Position,9,1,1,,610000009100,
1456.74,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000009101,
1446.1,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000009101,
1449.14,µm,Spine,Spine Attachment Pt Position,8,1,1,,610000009101,
1445.43,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000009102,
1440.68,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009102,
1459.55,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000009102,
1440.71,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009103,
1453.82,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000009103,
1450.23,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000009103,
1441.32,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000009104,
1447.51,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009104,
1450.47,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000009104,
1460.44,µm,Spine,Spine Attachment Pt Position,6,1,1,,610000009104,
1439.25,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000009105,
1441.15,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000009105,
1447.4,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009105,
1452.84,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000009105,
1439.65,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000009106,
1439.54,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000009106,
1451.63,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000009107,
1443.88,µm,Spine,Spine Attachment Pt Position,4,1,1,,610000009107,
1444.22,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009107,
1444.67,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000009108,
1445.28,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009108,
1439.21,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000009108,
1455.7,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000009108,
1446.06,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009109,
1443.52,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000009109,
1443.73,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000009109,
1455.12,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000009110,
1442.96,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009110,
1457.51,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000009110,
1455.77,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000009111,
1443.4,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009111,
1439.89,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000009111,
1444.34,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000009111,
1444.04,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000009112,
1444.56,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000009112,
1458.02,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000009112,
1444.91,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000009112,
1447.9,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000009113,
1456.63,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000009113,
1444.53,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000009113,
1441.19,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000009114,
1443.74,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000009114,
1441.26,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000009115,
1442.63,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000009116,
1439.22,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000009117,
1442.91,µm,Spine,Spine Attachment Pt Position,8,4,1,,610000009117,
1458.8,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000009118,
1439.45,µm,Spine,Spine Attachment Pt Position,7,2,1,,610000009119,
1456.45,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000009119,
1439.38,µm,Spine,Spine Attachment Pt Position,7,2,1,,610000009120,
1456.33,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000009120,
1439.71,µm,Spine,Spine Attachment Pt Position,7,2,1,,610000009121,
1452.49,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000009122,
1446.09,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000009123,
1450.57,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000009124,
1457.2,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000009125,
1449.54,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000009126,
1441.26,µm,Spine,Spine Attachment Pt Position,6,4,1,,610000009127,
