
Spine Part Mean Diameter Head
 ==================== 
Spine Part Mean Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.249721,µm,Spine,Spine Part Mean Diameter,5,4,1,100000002,610000007466,
0.18265,µm,Spine,Spine Part Mean Diameter,6,2,1,100000003,610000007469,
0.20842,µm,Spine,Spine Part Mean Diameter,4,1,1,100000002,610000007472,
0.204677,µm,Spine,Spine Part Mean Diameter,8,3,1,100000003,610000007474,
0.167578,µm,Spine,Spine Part Mean Diameter,9,5,1,100000002,610000007476,
0.413473,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000007482,
0.228265,µm,Spine,Spine Part Mean Diameter,4,1,1,100000003,610000007486,
0.1625,µm,Spine,Spine Part Mean Diameter,4,2,1,100000002,610000007489,
0.203125,µm,Spine,Spine Part Mean Diameter,2,1,1,100000003,610000007494,
0.202343,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000007497,
0.238912,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007503,
0.527618,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007506,
0.303167,µm,Spine,Spine Part Mean Diameter,5,2,1,100000002,610000007508,
0.370122,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007512,
0.21947,µm,Spine,Spine Part Mean Diameter,16,3,1,100000001,610000007515,
0.23623,µm,Spine,Spine Part Mean Diameter,1,2,1,100000003,610000007517,
0.604179,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000007524,
0.267177,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000007528,
0.214023,µm,Spine,Spine Part Mean Diameter,9,4,1,100000002,610000007530,
0.206949,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000007535,
0.370532,µm,Spine,Spine Part Mean Diameter,7,1,1,100000003,610000007537,
0.237397,µm,Spine,Spine Part Mean Diameter,3,1,1,100000002,610000007543,
0.1625,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007546,
0.290089,µm,Spine,Spine Part Mean Diameter,6,2,1,100000001,610000007549,
0.250704,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000007553,
0.21734,µm,Spine,Spine Part Mean Diameter,4,1,1,100000002,610000007559,
0.636214,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000007562,
0.226565,µm,Spine,Spine Part Mean Diameter,13,8,1,100000000,610000007565,
0.183737,µm,Spine,Spine Part Mean Diameter,13,2,1,100000003,610000007569,
0.343158,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007572,
0.535666,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007576,
0.188426,µm,Spine,Spine Part Mean Diameter,5,2,1,100000003,610000007579,
0.206934,µm,Spine,Spine Part Mean Diameter,11,2,1,100000003,610000007581,
0.216455,µm,Spine,Spine Part Mean Diameter,3,1,1,100000002,610000007583,
0.363086,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000007588,
0.362051,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000007591,
0.325,µm,Spine,Spine Part Mean Diameter,9,2,1,100000001,610000007596,
0.207872,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007599,
0.191195,µm,Spine,Spine Part Mean Diameter,5,3,1,100000003,610000007601,
0.225977,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000007604,
0.216674,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000007607,
0.251753,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000007610,
0.206479,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007613,
0.527618,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007615,
0.205973,µm,Spine,Spine Part Mean Diameter,4,2,1,100000001,610000007619,
0.1625,µm,Spine,Spine Part Mean Diameter,11,4,1,100000000,610000007621,
0.325,µm,Spine,Spine Part Mean Diameter,4,1,1,100000002,610000007624,
0.215574,µm,Spine,Spine Part Mean Diameter,5,3,1,100000003,610000007627,
0.438767,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000007632,
0.206934,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000007635,
0.1625,µm,Spine,Spine Part Mean Diameter,8,3,1,100000003,610000007637,
0.24375,µm,Spine,Spine Part Mean Diameter,4,1,1,100000003,610000007639,
0.219561,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000007641,
0.470879,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000007645,
0.178409,µm,Spine,Spine Part Mean Diameter,5,1,1,100000002,610000007649,
0.307861,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000007653,
0.342773,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000007656,
0.195508,µm,Spine,Spine Part Mean Diameter,4,1,1,100000003,610000007661,
0.554628,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000007665,
0.226579,µm,Spine,Spine Part Mean Diameter,7,3,1,100000001,610000007670,
0.414819,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000007673,
0.247559,µm,Spine,Spine Part Mean Diameter,7,3,1,100000003,610000007675,
0.281605,µm,Spine,Spine Part Mean Diameter,2,1,1,100000003,610000007678,
0.332731,µm,Spine,Spine Part Mean Diameter,3,1,1,100000002,610000007684,
0.410844,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007687,
0.497462,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007691,
0.48317,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000007695,
0.316357,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007697,
0.305718,µm,Spine,Spine Part Mean Diameter,13,4,1,100000001,610000007701,
0.308517,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007704,
0.229336,µm,Spine,Spine Part Mean Diameter,11,2,1,100000001,610000007707,
0.295234,µm,Spine,Spine Part Mean Diameter,1,2,1,100000003,610000007712,
0.619531,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000007716,
0.202532,µm,Spine,Spine Part Mean Diameter,14,4,1,100000001,610000007719,
0.204456,µm,Spine,Spine Part Mean Diameter,18,4,1,100000003,610000007722,
0.313815,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007726,
0.326747,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000007729,
0.363086,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000007733,
0.234863,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007735,
0.519206,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000007737,
0.286529,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000007740,
0.259707,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000007743,
0.338909,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000007746,
0.251215,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000007750,
0.298212,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000007754,
0.24375,µm,Spine,Spine Part Mean Diameter,16,4,1,100000001,610000007758,
0.685963,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000007761,
0.264062,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000007765,
0.279297,µm,Spine,Spine Part Mean Diameter,5,3,1,100000003,610000007774,
0.1625,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000007778,
0.215891,µm,Spine,Spine Part Mean Diameter,13,4,1,100000001,610000007780,
0.482348,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007782,
0.332298,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000007787,
0.238672,µm,Spine,Spine Part Mean Diameter,11,3,1,100000001,610000007792,
0.317383,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000007794,
0.3351,µm,Spine,Spine Part Mean Diameter,5,3,1,100000003,610000007799,
0.341005,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000007802,
0.542952,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000007808,
0.299193,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000007812,
0.443591,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007817,
0.296319,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007819,
0.325,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000007822,
0.265682,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000007826,
0.1625,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000007829,
0.288975,µm,Spine,Spine Part Mean Diameter,3,2,1,100000003,610000007836,
0.535666,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007848,
0.363086,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000007860,
0.441378,µm,Spine,Spine Part Mean Diameter,3,1,1,100000003,610000007869,
0.212688,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007875,
0.275806,µm,Spine,Spine Part Mean Diameter,7,5,1,100000000,610000007954,
0.200905,µm,Spine,Spine Part Mean Diameter,13,7,1,100000000,610000007955,
0.305957,µm,Spine,Spine Part Mean Diameter,12,7,1,100000000,610000007956,
0.182312,µm,Spine,Spine Part Mean Diameter,8,4,1,100000000,610000007957,
0.233759,µm,Spine,Spine Part Mean Diameter,7,4,1,100000000,610000007958,
0.340209,µm,Spine,Spine Part Mean Diameter,7,4,1,100000000,610000007959,
0.383546,µm,Spine,Spine Part Mean Diameter,6,4,1,100000000,610000007960,
0.192969,µm,Spine,Spine Part Mean Diameter,5,5,1,100000000,610000007961,
0.243593,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000007962,
0.338761,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000007963,
0.238429,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000007964,
0.281574,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000007965,
0.43144,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000007966,
0.303635,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000007967,
0.359301,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007969,
0.24375,µm,Spine,Spine Part Mean Diameter,4,4,1,100000000,610000007972,
0.285448,µm,Spine,Spine Part Mean Diameter,4,3,1,100000000,610000007973,
0.261523,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007975,
0.291395,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007976,
0.580176,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007977,
0.166279,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000007978,
0.179695,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000007979,
0.337834,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000007980,
0.226053,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000007982,
0.309365,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007983,
0.281419,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007984,
0.264996,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007985,
0.431622,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007986,
0.283842,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000007990,
0.199034,µm,Spine,Spine Part Mean Diameter,20,4,1,100000001,610000007994,
0.261712,µm,Spine,Spine Part Mean Diameter,20,4,1,100000001,610000007995,
0.282436,µm,Spine,Spine Part Mean Diameter,19,5,1,100000001,610000007996,
0.280439,µm,Spine,Spine Part Mean Diameter,15,3,1,100000001,610000007997,
0.331406,µm,Spine,Spine Part Mean Diameter,16,4,1,100000001,610000007998,
0.230953,µm,Spine,Spine Part Mean Diameter,13,2,1,100000001,610000007999,
0.186762,µm,Spine,Spine Part Mean Diameter,13,2,1,100000001,610000008000,
0.420215,µm,Spine,Spine Part Mean Diameter,12,3,1,100000001,610000008001,
0.213281,µm,Spine,Spine Part Mean Diameter,11,3,1,100000001,610000008002,
0.208832,µm,Spine,Spine Part Mean Diameter,15,3,1,100000001,610000008003,
0.310841,µm,Spine,Spine Part Mean Diameter,11,3,1,100000001,610000008004,
0.327067,µm,Spine,Spine Part Mean Diameter,11,3,1,100000001,610000008005,
0.483472,µm,Spine,Spine Part Mean Diameter,8,2,1,100000001,610000008006,
0.342773,µm,Spine,Spine Part Mean Diameter,6,2,1,100000001,610000008007,
0.321727,µm,Spine,Spine Part Mean Diameter,7,3,1,100000001,610000008008,
0.291986,µm,Spine,Spine Part Mean Diameter,7,3,1,100000001,610000008009,
0.253143,µm,Spine,Spine Part Mean Diameter,7,4,1,100000001,610000008010,
0.365273,µm,Spine,Spine Part Mean Diameter,5,2,1,100000001,610000008011,
0.258906,µm,Spine,Spine Part Mean Diameter,4,3,1,100000001,610000008012,
0.183733,µm,Spine,Spine Part Mean Diameter,19,5,1,100000001,610000008013,
0.178832,µm,Spine,Spine Part Mean Diameter,17,4,1,100000001,610000008014,
0.321139,µm,Spine,Spine Part Mean Diameter,17,4,1,100000001,610000008015,
0.206934,µm,Spine,Spine Part Mean Diameter,14,3,1,100000001,610000008016,
0.307955,µm,Spine,Spine Part Mean Diameter,11,4,1,100000001,610000008017,
0.1625,µm,Spine,Spine Part Mean Diameter,14,4,1,100000001,610000008018,
0.187853,µm,Spine,Spine Part Mean Diameter,15,3,1,100000001,610000008019,
0.192969,µm,Spine,Spine Part Mean Diameter,15,3,1,100000001,610000008020,
0.325171,µm,Spine,Spine Part Mean Diameter,12,3,1,100000001,610000008021,
0.35781,µm,Spine,Spine Part Mean Diameter,18,5,1,100000001,610000008022,
0.263939,µm,Spine,Spine Part Mean Diameter,16,3,1,100000001,610000008023,
0.190285,µm,Spine,Spine Part Mean Diameter,16,3,1,100000001,610000008024,
0.223155,µm,Spine,Spine Part Mean Diameter,13,3,1,100000001,610000008025,
0.18916,µm,Spine,Spine Part Mean Diameter,11,4,1,100000001,610000008026,
0.304687,µm,Spine,Spine Part Mean Diameter,9,2,1,100000001,610000008027,
0.307227,µm,Spine,Spine Part Mean Diameter,7,2,1,100000001,610000008028,
0.422119,µm,Spine,Spine Part Mean Diameter,7,3,1,100000001,610000008029,
0.45124,µm,Spine,Spine Part Mean Diameter,7,3,1,100000001,610000008030,
0.181421,µm,Spine,Spine Part Mean Diameter,6,2,1,100000001,610000008031,
0.1625,µm,Spine,Spine Part Mean Diameter,5,2,1,100000001,610000008032,
0.358306,µm,Spine,Spine Part Mean Diameter,5,2,1,100000001,610000008033,
0.394507,µm,Spine,Spine Part Mean Diameter,6,2,1,100000001,610000008034,
0.375781,µm,Spine,Spine Part Mean Diameter,6,2,1,100000001,610000008035,
0.444059,µm,Spine,Spine Part Mean Diameter,6,2,1,100000001,610000008036,
0.492307,µm,Spine,Spine Part Mean Diameter,4,2,1,100000001,610000008037,
0.500155,µm,Spine,Spine Part Mean Diameter,4,2,1,100000001,610000008038,
0.281341,µm,Spine,Spine Part Mean Diameter,6,4,1,100000001,610000008039,
0.24375,µm,Spine,Spine Part Mean Diameter,5,4,1,100000001,610000008040,
0.314386,µm,Spine,Spine Part Mean Diameter,5,4,1,100000001,610000008041,
0.301965,µm,Spine,Spine Part Mean Diameter,4,2,1,100000001,610000008042,
0.212639,µm,Spine,Spine Part Mean Diameter,4,2,1,100000001,610000008043,
0.348494,µm,Spine,Spine Part Mean Diameter,4,2,1,100000001,610000008044,
0.277762,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000008045,
0.198188,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000008046,
0.190242,µm,Spine,Spine Part Mean Diameter,3,3,1,100000001,610000008047,
0.389336,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000008048,
0.385937,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000008053,
0.373273,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000008056,
0.203501,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000008058,
0.25317,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000008059,
0.325,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000008060,
0.283386,µm,Spine,Spine Part Mean Diameter,8,4,1,100000002,610000008063,
0.246161,µm,Spine,Spine Part Mean Diameter,5,3,1,100000002,610000008064,
0.308659,µm,Spine,Spine Part Mean Diameter,6,3,1,100000002,610000008065,
0.266602,µm,Spine,Spine Part Mean Diameter,6,3,1,100000002,610000008066,
0.300763,µm,Spine,Spine Part Mean Diameter,5,2,1,100000002,610000008067,
0.251367,µm,Spine,Spine Part Mean Diameter,7,1,1,100000002,610000008068,
0.247077,µm,Spine,Spine Part Mean Diameter,5,1,1,100000002,610000008069,
0.182292,µm,Spine,Spine Part Mean Diameter,5,2,1,100000002,610000008070,
0.305532,µm,Spine,Spine Part Mean Diameter,4,1,1,100000002,610000008071,
0.426677,µm,Spine,Spine Part Mean Diameter,4,1,1,100000002,610000008072,
0.262311,µm,Spine,Spine Part Mean Diameter,4,1,1,100000002,610000008073,
0.325,µm,Spine,Spine Part Mean Diameter,6,2,1,100000002,610000008074,
0.200586,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000008075,
0.323565,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000008076,
0.259715,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000008077,
0.271664,µm,Spine,Spine Part Mean Diameter,12,6,1,100000002,610000008079,
0.289623,µm,Spine,Spine Part Mean Diameter,11,4,1,100000002,610000008080,
0.216968,µm,Spine,Spine Part Mean Diameter,10,5,1,100000002,610000008081,
0.290723,µm,Spine,Spine Part Mean Diameter,10,5,1,100000002,610000008082,
0.1625,µm,Spine,Spine Part Mean Diameter,10,5,1,100000002,610000008083,
0.231224,µm,Spine,Spine Part Mean Diameter,10,5,1,100000002,610000008084,
0.274219,µm,Spine,Spine Part Mean Diameter,10,4,1,100000002,610000008085,
0.430371,µm,Spine,Spine Part Mean Diameter,7,4,1,100000002,610000008086,
0.164541,µm,Spine,Spine Part Mean Diameter,5,3,1,100000002,610000008087,
0.328728,µm,Spine,Spine Part Mean Diameter,5,2,1,100000002,610000008088,
0.203125,µm,Spine,Spine Part Mean Diameter,4,2,1,100000002,610000008089,
0.2149,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000008090,
0.243614,µm,Spine,Spine Part Mean Diameter,3,1,1,100000002,610000008091,
0.167641,µm,Spine,Spine Part Mean Diameter,3,1,1,100000002,610000008092,
0.183016,µm,Spine,Spine Part Mean Diameter,3,1,1,100000002,610000008093,
0.1625,µm,Spine,Spine Part Mean Diameter,2,3,1,100000002,610000008094,
0.264401,µm,Spine,Spine Part Mean Diameter,7,2,1,100000003,610000008096,
0.350007,µm,Spine,Spine Part Mean Diameter,19,4,1,100000003,610000008097,
0.252869,µm,Spine,Spine Part Mean Diameter,18,4,1,100000003,610000008098,
0.225257,µm,Spine,Spine Part Mean Diameter,16,3,1,100000003,610000008099,
0.261999,µm,Spine,Spine Part Mean Diameter,16,3,1,100000003,610000008100,
0.197877,µm,Spine,Spine Part Mean Diameter,15,2,1,100000003,610000008101,
0.321198,µm,Spine,Spine Part Mean Diameter,14,3,1,100000003,610000008102,
0.3034,µm,Spine,Spine Part Mean Diameter,13,2,1,100000003,610000008103,
0.18186,µm,Spine,Spine Part Mean Diameter,12,2,1,100000003,610000008104,
0.214189,µm,Spine,Spine Part Mean Diameter,12,3,1,100000003,610000008105,
0.341775,µm,Spine,Spine Part Mean Diameter,12,3,1,100000003,610000008106,
0.172481,µm,Spine,Spine Part Mean Diameter,12,3,1,100000003,610000008107,
0.338513,µm,Spine,Spine Part Mean Diameter,11,2,1,100000003,610000008108,
0.313099,µm,Spine,Spine Part Mean Diameter,12,1,1,100000003,610000008109,
0.309945,µm,Spine,Spine Part Mean Diameter,12,1,1,100000003,610000008110,
0.383155,µm,Spine,Spine Part Mean Diameter,12,2,1,100000003,610000008111,
0.341504,µm,Spine,Spine Part Mean Diameter,7,1,1,100000003,610000008112,
0.299175,µm,Spine,Spine Part Mean Diameter,6,1,1,100000003,610000008113,
0.293262,µm,Spine,Spine Part Mean Diameter,5,2,1,100000003,610000008114,
0.333387,µm,Spine,Spine Part Mean Diameter,5,2,1,100000003,610000008115,
0.23307,µm,Spine,Spine Part Mean Diameter,5,2,1,100000003,610000008116,
0.220898,µm,Spine,Spine Part Mean Diameter,5,2,1,100000003,610000008117,
0.284675,µm,Spine,Spine Part Mean Diameter,5,1,1,100000003,610000008118,
0.289416,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000008119,
0.339869,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000008120,
0.496872,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000008121,
0.355535,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000008122,
0.24664,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000008123,
0.269404,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000008128,
0.326133,µm,Spine,Spine Part Mean Diameter,1,2,1,100000003,610000008129,
0.335156,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000008130,
0.325,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000008131,
0.353958,µm,Spine,Spine Part Mean Diameter,14,4,1,100000003,610000008132,
0.19979,µm,Spine,Spine Part Mean Diameter,15,3,1,100000003,610000008133,
0.319624,µm,Spine,Spine Part Mean Diameter,15,4,1,100000003,610000008134,
0.226809,µm,Spine,Spine Part Mean Diameter,13,3,1,100000003,610000008135,
0.24375,µm,Spine,Spine Part Mean Diameter,13,2,1,100000003,610000008136,
0.372729,µm,Spine,Spine Part Mean Diameter,13,2,1,100000003,610000008137,
0.424766,µm,Spine,Spine Part Mean Diameter,11,3,1,100000003,610000008138,
0.17459,µm,Spine,Spine Part Mean Diameter,11,3,1,100000003,610000008139,
0.265488,µm,Spine,Spine Part Mean Diameter,10,3,1,100000003,610000008140,
0.353475,µm,Spine,Spine Part Mean Diameter,8,3,1,100000003,610000008141,
0.227567,µm,Spine,Spine Part Mean Diameter,8,3,1,100000003,610000008142,
0.264718,µm,Spine,Spine Part Mean Diameter,8,3,1,100000003,610000008143,
0.237315,µm,Spine,Spine Part Mean Diameter,7,4,1,100000003,610000008144,
0.315497,µm,Spine,Spine Part Mean Diameter,5,3,1,100000003,610000008145,
0.325,µm,Spine,Spine Part Mean Diameter,5,3,1,100000003,610000008146,
0.273213,µm,Spine,Spine Part Mean Diameter,5,3,1,100000003,610000008147,
0.24375,µm,Spine,Spine Part Mean Diameter,3,3,1,100000003,610000008148,
0.269141,µm,Spine,Spine Part Mean Diameter,3,3,1,100000003,610000008149,
0.40126,µm,Spine,Spine Part Mean Diameter,4,1,1,100000003,610000008150,
0.36431,µm,Spine,Spine Part Mean Diameter,4,1,1,100000003,610000008151,
0.478074,µm,Spine,Spine Part Mean Diameter,3,1,1,100000003,610000008152,
0.48855,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000008153,
0.51244,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000008154,
0.4265,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000008155,
0.286973,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000008156,
0.301635,µm,Spine,Spine Part Mean Diameter,7,3,1,100000003,610000008158,
0.181968,µm,Spine,Spine Part Mean Diameter,8,3,1,100000003,610000008159,
0.258545,µm,Spine,Spine Part Mean Diameter,2,2,1,100000003,610000008160,
0.311708,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000008161,
0.24474,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000008162,
