
Spine Part Mean Diameter Neck
 ==================== 
Spine Part Mean Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000002951,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002953,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000002957,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002959,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002962,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002965,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002968,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002970,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002974,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002976,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002980,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002988,
0,µm,Spine,Spine Part Mean Diameter,8,3,1,100000000,610000003008,
0,µm,Spine,Spine Part Mean Diameter,5,2,1,100000000,610000003009,
0,µm,Spine,Spine Part Mean Diameter,7,2,1,100000000,610000003010,
0,µm,Spine,Spine Part Mean Diameter,7,2,1,100000000,610000003011,
0,µm,Spine,Spine Part Mean Diameter,6,1,1,100000000,610000003012,
0,µm,Spine,Spine Part Mean Diameter,6,2,1,100000000,610000003013,
0,µm,Spine,Spine Part Mean Diameter,4,1,1,100000000,610000003014,
0,µm,Spine,Spine Part Mean Diameter,5,4,1,100000000,610000003015,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000003016,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000003017,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000003018,
0,µm,Spine,Spine Part Mean Diameter,4,2,1,100000000,610000003019,
0,µm,Spine,Spine Part Mean Diameter,9,6,1,100000000,610000003025,
0,µm,Spine,Spine Part Mean Diameter,6,4,1,100000000,610000003026,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003027,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003033,
0,µm,Spine,Spine Part Mean Diameter,9,3,1,100000000,610000003035,
0,µm,Spine,Spine Part Mean Diameter,9,3,1,100000000,610000003036,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000003037,
0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000003038,
0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000001,610000003043,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000003044,
0,µm,Spine,Spine Part Mean Diameter,4,2,1,100000001,610000003045,
0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000001,610000003046,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003047,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000003050,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000003051,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000003052,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000003053,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000003054,
0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000003055,
