
Volume Img=1
 ==================== 
Distance to Surface,Volume,Unit,Collection,Image,Time,ID,
12.865,1957.98,µm^3,Volume,Image 1,1,,
13.175,1950.35,µm^3,Volume,Image 1,1,,
13.485,1937.25,µm^3,Volume,Image 1,1,,
13.795,1941.44,µm^3,Volume,Image 1,1,,
14.105,1935.98,µm^3,Volume,Image 1,1,,
14.415,1920.02,µm^3,Volume,Image 1,1,,
14.725,1920.61,µm^3,Volume,Image 1,1,,
15.035,1913.96,µm^3,Volume,Image 1,1,,
15.345,1897.93,µm^3,Volume,Image 1,1,,
15.655,1900.12,µm^3,Volume,Image 1,1,,
15.965,1897.36,µm^3,Volume,Image 1,1,,
16.275,1900.72,µm^3,Volume,Image 1,1,,
16.585,1894.94,µm^3,Volume,Image 1,1,,
16.895,1884.24,µm^3,Volume,Image 1,1,,
17.205,1867.86,µm^3,Volume,Image 1,1,,
17.515,1846.37,µm^3,Volume,Image 1,1,,
17.825,1865.36,µm^3,Volume,Image 1,1,,
18.135,1869.5,µm^3,Volume,Image 1,1,,
18.445,1866.8,µm^3,Volume,Image 1,1,,
18.755,1862.51,µm^3,Volume,Image 1,1,,
19.065,1841.61,µm^3,Volume,Image 1,1,,
19.375,1817.95,µm^3,Volume,Image 1,1,,
19.685,1830.31,µm^3,Volume,Image 1,1,,
19.995,1841.98,µm^3,Volume,Image 1,1,,
20.305,1841.33,µm^3,Volume,Image 1,1,,
20.615,1832.85,µm^3,Volume,Image 1,1,,
20.925,1814.52,µm^3,Volume,Image 1,1,,
21.235,1794.56,µm^3,Volume,Image 1,1,,
21.545,1808.79,µm^3,Volume,Image 1,1,,
21.855,1817.55,µm^3,Volume,Image 1,1,,
22.165,1813.92,µm^3,Volume,Image 1,1,,
22.475,1810.83,µm^3,Volume,Image 1,1,,
22.785,1796.86,µm^3,Volume,Image 1,1,,
23.095,1772.28,µm^3,Volume,Image 1,1,,
23.405,1789.61,µm^3,Volume,Image 1,1,,
23.715,1794.15,µm^3,Volume,Image 1,1,,
24.025,1796.92,µm^3,Volume,Image 1,1,,
24.335,1789,µm^3,Volume,Image 1,1,,
24.645,1783.19,µm^3,Volume,Image 1,1,,
24.955,1769.77,µm^3,Volume,Image 1,1,,
25.265,1750.58,µm^3,Volume,Image 1,1,,
25.575,1762.42,µm^3,Volume,Image 1,1,,
25.885,1766.29,µm^3,Volume,Image 1,1,,
26.195,1766.94,µm^3,Volume,Image 1,1,,
26.505,1763.92,µm^3,Volume,Image 1,1,,
26.815,1748.29,µm^3,Volume,Image 1,1,,
27.125,1725.75,µm^3,Volume,Image 1,1,,
27.435,1743.63,µm^3,Volume,Image 1,1,,
27.745,1752,µm^3,Volume,Image 1,1,,
28.055,1752.68,µm^3,Volume,Image 1,1,,
28.365,1744.3,µm^3,Volume,Image 1,1,,
28.675,1730.6,µm^3,Volume,Image 1,1,,
28.985,1709.93,µm^3,Volume,Image 1,1,,
29.295,1725.77,µm^3,Volume,Image 1,1,,
29.605,1734.86,µm^3,Volume,Image 1,1,,
29.915,1734.17,µm^3,Volume,Image 1,1,,
30.225,1727.93,µm^3,Volume,Image 1,1,,
30.535,1713,µm^3,Volume,Image 1,1,,
30.845,1690.06,µm^3,Volume,Image 1,1,,
31.155,1705.96,µm^3,Volume,Image 1,1,,
31.465,1716.35,µm^3,Volume,Image 1,1,,
31.775,1713.01,µm^3,Volume,Image 1,1,,
32.085,1707.82,µm^3,Volume,Image 1,1,,
32.395,1712.23,µm^3,Volume,Image 1,1,,
32.705,1711.43,µm^3,Volume,Image 1,1,,
33.015,1710.69,µm^3,Volume,Image 1,1,,
33.325,1710.37,µm^3,Volume,Image 1,1,,
33.635,1706,µm^3,Volume,Image 1,1,,
33.945,1700.98,µm^3,Volume,Image 1,1,,
34.255,1692.92,µm^3,Volume,Image 1,1,,
34.565,1666.65,µm^3,Volume,Image 1,1,,
34.875,1629.57,µm^3,Volume,Image 1,1,,
35.185,1662.33,µm^3,Volume,Image 1,1,,
35.495,1686.33,µm^3,Volume,Image 1,1,,
35.805,1698.92,µm^3,Volume,Image 1,1,,
36.115,1694.33,µm^3,Volume,Image 1,1,,
36.425,1687.48,µm^3,Volume,Image 1,1,,
36.735,1673.06,µm^3,Volume,Image 1,1,,
37.045,1654.5,µm^3,Volume,Image 1,1,,
37.355,1633.83,µm^3,Volume,Image 1,1,,
37.665,1610.96,µm^3,Volume,Image 1,1,,
37.975,1586.19,µm^3,Volume,Image 1,1,,
38.285,1555.47,µm^3,Volume,Image 1,1,,
38.595,1497.77,µm^3,Volume,Image 1,1,,
38.905,1408.88,µm^3,Volume,Image 1,1,,
39.215,1370.74,µm^3,Volume,Image 1,1,,
39.525,1326.52,µm^3,Volume,Image 1,1,,
39.835,1273.23,µm^3,Volume,Image 1,1,,
40.145,1217.96,µm^3,Volume,Image 1,1,,
40.455,1166.03,µm^3,Volume,Image 1,1,,
40.765,1118.96,µm^3,Volume,Image 1,1,,
41.075,1077,µm^3,Volume,Image 1,1,,
41.385,1036.52,µm^3,Volume,Image 1,1,,
41.695,995.028,µm^3,Volume,Image 1,1,,
42.005,952.389,µm^3,Volume,Image 1,1,,
42.315,903.128,µm^3,Volume,Image 1,1,,
42.625,840.3,µm^3,Volume,Image 1,1,,
42.935,810.628,µm^3,Volume,Image 1,1,,
43.245,773.039,µm^3,Volume,Image 1,1,,
43.555,725.872,µm^3,Volume,Image 1,1,,
43.865,674.767,µm^3,Volume,Image 1,1,,
44.175,620.978,µm^3,Volume,Image 1,1,,
44.485,568.25,µm^3,Volume,Image 1,1,,
44.795,517.061,µm^3,Volume,Image 1,1,,
45.105,466.739,µm^3,Volume,Image 1,1,,
