
Volume Img=1
 ==================== 
Distance to Surface,Volume,Unit,Collection,Image,Time,ID,
5.508,40.0586,µm^3,Volume,Image 1,1,,
5.644,39.7852,µm^3,Volume,Image 1,1,,
5.78,39.4831,µm^3,Volume,Image 1,1,,
5.916,39.2478,µm^3,Volume,Image 1,1,,
6.052,39.4814,µm^3,Volume,Image 1,1,,
6.188,39.628,µm^3,Volume,Image 1,1,,
6.324,39.6128,µm^3,Volume,Image 1,1,,
6.46,39.5135,µm^3,Volume,Image 1,1,,
6.596,39.3542,µm^3,Volume,Image 1,1,,
6.732,39.6158,µm^3,Volume,Image 1,1,,
6.868,39.792,µm^3,Volume,Image 1,1,,
7.004,39.8786,µm^3,Volume,Image 1,1,,
7.14,39.92,µm^3,Volume,Image 1,1,,
7.276,39.8494,µm^3,Volume,Image 1,1,,
7.412,39.6504,µm^3,Volume,Image 1,1,,
7.548,39.9318,µm^3,Volume,Image 1,1,,
7.684,40.2305,µm^3,Volume,Image 1,1,,
7.82,40.4308,µm^3,Volume,Image 1,1,,
7.956,40.3903,µm^3,Volume,Image 1,1,,
8.092,39.9479,µm^3,Volume,Image 1,1,,
8.228,40.0138,µm^3,Volume,Image 1,1,,
8.364,40.5757,µm^3,Volume,Image 1,1,,
8.5,40.5838,µm^3,Volume,Image 1,1,,
8.636,40.8719,µm^3,Volume,Image 1,1,,
8.772,40.476,µm^3,Volume,Image 1,1,,
8.908,40.5158,µm^3,Volume,Image 1,1,,
9.044,41.109,µm^3,Volume,Image 1,1,,
9.18,41.0304,µm^3,Volume,Image 1,1,,
9.316,41.3688,µm^3,Volume,Image 1,1,,
9.452,40.9467,µm^3,Volume,Image 1,1,,
9.588,40.9125,µm^3,Volume,Image 1,1,,
9.724,41.5775,µm^3,Volume,Image 1,1,,
9.86,41.5213,µm^3,Volume,Image 1,1,,
9.996,41.8961,µm^3,Volume,Image 1,1,,
10.132,41.6992,µm^3,Volume,Image 1,1,,
10.268,41.8936,µm^3,Volume,Image 1,1,,
10.404,41.5657,µm^3,Volume,Image 1,1,,
10.54,41.7051,µm^3,Volume,Image 1,1,,
10.676,42.3689,µm^3,Volume,Image 1,1,,
10.812,42.21,µm^3,Volume,Image 1,1,,
10.948,42.461,µm^3,Volume,Image 1,1,,
11.084,42.0081,µm^3,Volume,Image 1,1,,
11.22,41.9992,µm^3,Volume,Image 1,1,,
11.356,42.265,µm^3,Volume,Image 1,1,,
11.492,41.3794,µm^3,Volume,Image 1,1,,
11.628,40.5774,µm^3,Volume,Image 1,1,,
11.764,39.2765,µm^3,Volume,Image 1,1,,
11.9,38.6774,µm^3,Volume,Image 1,1,,
12.036,38.5916,µm^3,Volume,Image 1,1,,
12.172,37.9211,µm^3,Volume,Image 1,1,,
12.308,37.7157,µm^3,Volume,Image 1,1,,
12.444,36.9129,µm^3,Volume,Image 1,1,,
12.58,36.6636,µm^3,Volume,Image 1,1,,
12.716,36.8466,µm^3,Volume,Image 1,1,,
12.852,36.4913,µm^3,Volume,Image 1,1,,
12.988,36.4967,µm^3,Volume,Image 1,1,,
13.124,36.0806,µm^3,Volume,Image 1,1,,
13.26,36.0223,µm^3,Volume,Image 1,1,,
13.396,36.3307,µm^3,Volume,Image 1,1,,
13.532,36.1376,µm^3,Volume,Image 1,1,,
13.668,36.2859,µm^3,Volume,Image 1,1,,
13.804,36.0138,µm^3,Volume,Image 1,1,,
13.94,36.1237,µm^3,Volume,Image 1,1,,
14.076,35.6319,µm^3,Volume,Image 1,1,,
14.212,35.5368,µm^3,Volume,Image 1,1,,
14.348,35.9471,µm^3,Volume,Image 1,1,,
14.484,35.7726,µm^3,Volume,Image 1,1,,
14.62,35.844,µm^3,Volume,Image 1,1,,
14.756,35.369,µm^3,Volume,Image 1,1,,
14.892,35.3564,µm^3,Volume,Image 1,1,,
15.028,35.6792,µm^3,Volume,Image 1,1,,
15.164,35.544,µm^3,Volume,Image 1,1,,
15.3,35.6597,µm^3,Volume,Image 1,1,,
15.436,35.1341,µm^3,Volume,Image 1,1,,
15.572,35.072,µm^3,Volume,Image 1,1,,
15.708,35.53,µm^3,Volume,Image 1,1,,
15.844,35.4726,µm^3,Volume,Image 1,1,,
15.98,35.7079,µm^3,Volume,Image 1,1,,
16.116,34.8493,µm^3,Volume,Image 1,1,,
16.252,35.3441,µm^3,Volume,Image 1,1,,
16.388,35.2157,µm^3,Volume,Image 1,1,,
16.524,34.5223,µm^3,Volume,Image 1,1,,
16.66,35.2047,µm^3,Volume,Image 1,1,,
16.796,35.154,µm^3,Volume,Image 1,1,,
16.932,34.4357,µm^3,Volume,Image 1,1,,
17.068,35.2326,µm^3,Volume,Image 1,1,,
17.204,35.6466,µm^3,Volume,Image 1,1,,
17.34,35.3268,µm^3,Volume,Image 1,1,,
17.476,34.4425,µm^3,Volume,Image 1,1,,
17.612,35.0365,µm^3,Volume,Image 1,1,,
17.748,35.0361,µm^3,Volume,Image 1,1,,
17.884,34.3799,µm^3,Volume,Image 1,1,,
18.02,35.1257,µm^3,Volume,Image 1,1,,
18.156,35.5254,µm^3,Volume,Image 1,1,,
18.292,35.1548,µm^3,Volume,Image 1,1,,
18.428,34.2515,µm^3,Volume,Image 1,1,,
18.564,34.9381,µm^3,Volume,Image 1,1,,
18.7,34.9305,µm^3,Volume,Image 1,1,,
18.836,34.1256,µm^3,Volume,Image 1,1,,
18.972,34.8591,µm^3,Volume,Image 1,1,,
19.108,34.8134,µm^3,Volume,Image 1,1,,
19.244,34.009,µm^3,Volume,Image 1,1,,
19.38,34.854,µm^3,Volume,Image 1,1,,
19.516,35.3327,µm^3,Volume,Image 1,1,,
19.652,34.8954,µm^3,Volume,Image 1,1,,
19.788,34.0453,µm^3,Volume,Image 1,1,,
19.924,34.7809,µm^3,Volume,Image 1,1,,
20.06,34.7547,µm^3,Volume,Image 1,1,,
20.196,34.0745,µm^3,Volume,Image 1,1,,
20.332,34.8274,µm^3,Volume,Image 1,1,,
20.468,35.1502,µm^3,Volume,Image 1,1,,
20.604,34.8384,µm^3,Volume,Image 1,1,,
20.74,34.0199,µm^3,Volume,Image 1,1,,
20.876,34.5785,µm^3,Volume,Image 1,1,,
21.012,34.5794,µm^3,Volume,Image 1,1,,
21.148,33.9532,µm^3,Volume,Image 1,1,,
21.284,34.6968,µm^3,Volume,Image 1,1,,
21.42,34.6157,µm^3,Volume,Image 1,1,,
21.556,33.8738,µm^3,Volume,Image 1,1,,
21.692,34.7682,µm^3,Volume,Image 1,1,,
21.828,35.1202,µm^3,Volume,Image 1,1,,
21.964,34.6119,µm^3,Volume,Image 1,1,,
22.1,33.7314,µm^3,Volume,Image 1,1,,
22.236,34.4264,µm^3,Volume,Image 1,1,,
22.372,34.3968,µm^3,Volume,Image 1,1,,
22.508,33.7402,µm^3,Volume,Image 1,1,,
22.644,34.4357,µm^3,Volume,Image 1,1,,
22.78,34.4611,µm^3,Volume,Image 1,1,,
22.916,33.8171,µm^3,Volume,Image 1,1,,
23.052,34.6643,µm^3,Volume,Image 1,1,,
23.188,34.9939,µm^3,Volume,Image 1,1,,
23.324,34.6098,µm^3,Volume,Image 1,1,,
23.46,33.7593,µm^3,Volume,Image 1,1,,
23.596,34.3322,µm^3,Volume,Image 1,1,,
23.732,34.3225,µm^3,Volume,Image 1,1,,
23.868,33.7804,µm^3,Volume,Image 1,1,,
24.004,34.5874,µm^3,Volume,Image 1,1,,
24.14,34.9106,µm^3,Volume,Image 1,1,,
24.276,34.5063,µm^3,Volume,Image 1,1,,
24.412,33.6502,µm^3,Volume,Image 1,1,,
24.548,34.2992,µm^3,Volume,Image 1,1,,
24.684,34.3499,µm^3,Volume,Image 1,1,,
24.82,33.5417,µm^3,Volume,Image 1,1,,
24.956,34.2692,µm^3,Volume,Image 1,1,,
25.092,34.3064,µm^3,Volume,Image 1,1,,
25.228,33.559,µm^3,Volume,Image 1,1,,
25.364,34.3913,µm^3,Volume,Image 1,1,,
25.5,34.8692,µm^3,Volume,Image 1,1,,
25.636,34.4923,µm^3,Volume,Image 1,1,,
25.772,33.66,µm^3,Volume,Image 1,1,,
25.908,34.2874,µm^3,Volume,Image 1,1,,
26.044,34.2063,µm^3,Volume,Image 1,1,,
26.18,33.4939,µm^3,Volume,Image 1,1,,
26.316,34.2046,µm^3,Volume,Image 1,1,,
26.452,34.2113,µm^3,Volume,Image 1,1,,
26.588,33.5497,µm^3,Volume,Image 1,1,,
26.724,34.3343,µm^3,Volume,Image 1,1,,
26.86,34.6867,µm^3,Volume,Image 1,1,,
26.996,34.3373,µm^3,Volume,Image 1,1,,
27.132,33.4863,µm^3,Volume,Image 1,1,,
27.268,34.1121,µm^3,Volume,Image 1,1,,
27.404,34.1552,µm^3,Volume,Image 1,1,,
27.54,33.4533,µm^3,Volume,Image 1,1,,
27.676,34.1467,µm^3,Volume,Image 1,1,,
27.812,34.1585,µm^3,Volume,Image 1,1,,
27.948,32.7097,µm^3,Volume,Image 1,1,,
28.084,30.4319,µm^3,Volume,Image 1,1,,
28.22,29.6498,µm^3,Volume,Image 1,1,,
28.356,28.5293,µm^3,Volume,Image 1,1,,
28.492,26.9313,µm^3,Volume,Image 1,1,,
28.628,26.6453,µm^3,Volume,Image 1,1,,
28.764,25.9258,µm^3,Volume,Image 1,1,,
28.9,24.6899,µm^3,Volume,Image 1,1,,
29.036,24.5817,µm^3,Volume,Image 1,1,,
29.172,24.1968,µm^3,Volume,Image 1,1,,
29.308,23.2901,µm^3,Volume,Image 1,1,,
29.444,22.1036,µm^3,Volume,Image 1,1,,
29.58,21.9291,µm^3,Volume,Image 1,1,,
29.716,21.3689,µm^3,Volume,Image 1,1,,
29.852,20.3379,µm^3,Volume,Image 1,1,,
29.988,20.1981,µm^3,Volume,Image 1,1,,
30.124,19.6775,µm^3,Volume,Image 1,1,,
30.26,18.8118,µm^3,Volume,Image 1,1,,
30.396,18.74,µm^3,Volume,Image 1,1,,
30.532,18.4155,µm^3,Volume,Image 1,1,,
30.668,17.734,µm^3,Volume,Image 1,1,,
30.804,16.8682,µm^3,Volume,Image 1,1,,
30.94,16.665,µm^3,Volume,Image 1,1,,
31.076,16.2023,µm^3,Volume,Image 1,1,,
31.212,15.4452,µm^3,Volume,Image 1,1,,
31.348,15.3535,µm^3,Volume,Image 1,1,,
31.484,15.0438,µm^3,Volume,Image 1,1,,
31.62,14.4269,µm^3,Volume,Image 1,1,,
31.756,13.6512,µm^3,Volume,Image 1,1,,
31.892,13.5514,µm^3,Volume,Image 1,1,,
32.028,13.2531,µm^3,Volume,Image 1,1,,
32.164,12.2522,µm^3,Volume,Image 1,1,,
32.3,11.7714,µm^3,Volume,Image 1,1,,
32.436,11.8474,µm^3,Volume,Image 1,1,,
32.572,10.9758,µm^3,Volume,Image 1,1,,
32.708,10.4785,µm^3,Volume,Image 1,1,,
32.844,10.5237,µm^3,Volume,Image 1,1,,
32.98,9.69089,µm^3,Volume,Image 1,1,,
33.116,9.23668,µm^3,Volume,Image 1,1,,
33.252,9.22485,µm^3,Volume,Image 1,1,,
33.388,8.48164,µm^3,Volume,Image 1,1,,
33.524,8.06208,µm^3,Volume,Image 1,1,,
33.66,8.02025,µm^3,Volume,Image 1,1,,
