
Cumulative Volume Img=1
 ==================== 
Distance to Surface,Cumulative Volume,Unit,Collection,Image,Time,ID,
25.092,10141.5,µm^3,Cumulative Volume,Image 1,1,,
25.228,10151.1,µm^3,Cumulative Volume,Image 1,1,,
25.364,10160.8,µm^3,Cumulative Volume,Image 1,1,,
25.5,10170.4,µm^3,Cumulative Volume,Image 1,1,,
25.636,10179.9,µm^3,Cumulative Volume,Image 1,1,,
25.772,10188.9,µm^3,Cumulative Volume,Image 1,1,,
25.908,10197.9,µm^3,Cumulative Volume,Image 1,1,,
26.044,10206.8,µm^3,Cumulative Volume,Image 1,1,,
26.18,10215.3,µm^3,Cumulative Volume,Image 1,1,,
26.316,10223.9,µm^3,Cumulative Volume,Image 1,1,,
26.452,10232.4,µm^3,Cumulative Volume,Image 1,1,,
26.588,10240.5,µm^3,Cumulative Volume,Image 1,1,,
26.724,10248.7,µm^3,Cumulative Volume,Image 1,1,,
26.86,10256.8,µm^3,Cumulative Volume,Image 1,1,,
26.996,10264.7,µm^3,Cumulative Volume,Image 1,1,,
27.132,10272.2,µm^3,Cumulative Volume,Image 1,1,,
27.268,10279.7,µm^3,Cumulative Volume,Image 1,1,,
27.404,10287.1,µm^3,Cumulative Volume,Image 1,1,,
27.54,10294.2,µm^3,Cumulative Volume,Image 1,1,,
27.676,10301.4,µm^3,Cumulative Volume,Image 1,1,,
27.812,10308.5,µm^3,Cumulative Volume,Image 1,1,,
27.948,10315.3,µm^3,Cumulative Volume,Image 1,1,,
28.084,10321.8,µm^3,Cumulative Volume,Image 1,1,,
28.22,10328.3,µm^3,Cumulative Volume,Image 1,1,,
28.356,10334.7,µm^3,Cumulative Volume,Image 1,1,,
28.492,10340.8,µm^3,Cumulative Volume,Image 1,1,,
28.628,10346.9,µm^3,Cumulative Volume,Image 1,1,,
