
Cumulative Volume Img=1
 ==================== 
Distance to Surface,Cumulative Volume,Unit,Collection,Image,Time,ID,
3.6305,7257.03,µm^3,Cumulative Volume,Image 1,1,,
3.7675,7360.53,µm^3,Cumulative Volume,Image 1,1,,
3.9045,7460.49,µm^3,Cumulative Volume,Image 1,1,,
4.0415,7557.58,µm^3,Cumulative Volume,Image 1,1,,
4.1785,7651.59,µm^3,Cumulative Volume,Image 1,1,,
4.3155,7743.56,µm^3,Cumulative Volume,Image 1,1,,
4.4525,7833.69,µm^3,Cumulative Volume,Image 1,1,,
4.5895,7922.17,µm^3,Cumulative Volume,Image 1,1,,
4.7265,8009.04,µm^3,Cumulative Volume,Image 1,1,,
4.8635,8094.46,µm^3,Cumulative Volume,Image 1,1,,
5.0005,8178.76,µm^3,Cumulative Volume,Image 1,1,,
5.1375,8261.93,µm^3,Cumulative Volume,Image 1,1,,
5.2745,8344.03,µm^3,Cumulative Volume,Image 1,1,,
5.4115,8425.26,µm^3,Cumulative Volume,Image 1,1,,
5.5485,8505.89,µm^3,Cumulative Volume,Image 1,1,,
5.6855,8586.07,µm^3,Cumulative Volume,Image 1,1,,
5.8225,8664.98,µm^3,Cumulative Volume,Image 1,1,,
5.9595,8742.83,µm^3,Cumulative Volume,Image 1,1,,
6.0965,8819.72,µm^3,Cumulative Volume,Image 1,1,,
6.2335,8895.81,µm^3,Cumulative Volume,Image 1,1,,
6.3705,8971.27,µm^3,Cumulative Volume,Image 1,1,,
6.5075,9045.88,µm^3,Cumulative Volume,Image 1,1,,
6.6445,9119.57,µm^3,Cumulative Volume,Image 1,1,,
6.7815,9191.92,µm^3,Cumulative Volume,Image 1,1,,
6.9185,9262.81,µm^3,Cumulative Volume,Image 1,1,,
7.0555,9332.13,µm^3,Cumulative Volume,Image 1,1,,
7.1925,9399.92,µm^3,Cumulative Volume,Image 1,1,,
7.3295,9466.12,µm^3,Cumulative Volume,Image 1,1,,
7.4665,9530.89,µm^3,Cumulative Volume,Image 1,1,,
7.6035,9594.7,µm^3,Cumulative Volume,Image 1,1,,
7.7405,9656.78,µm^3,Cumulative Volume,Image 1,1,,
7.8775,9717.3,µm^3,Cumulative Volume,Image 1,1,,
8.0145,9776.56,µm^3,Cumulative Volume,Image 1,1,,
8.1515,9835.07,µm^3,Cumulative Volume,Image 1,1,,
8.2885,9892.04,µm^3,Cumulative Volume,Image 1,1,,
8.4255,9948.31,µm^3,Cumulative Volume,Image 1,1,,
8.5625,10003.4,µm^3,Cumulative Volume,Image 1,1,,
8.6995,10058,µm^3,Cumulative Volume,Image 1,1,,
8.8365,10111.4,µm^3,Cumulative Volume,Image 1,1,,
8.9735,10164.3,µm^3,Cumulative Volume,Image 1,1,,
9.1105,10215.9,µm^3,Cumulative Volume,Image 1,1,,
9.2475,10266.5,µm^3,Cumulative Volume,Image 1,1,,
9.3845,10315.3,µm^3,Cumulative Volume,Image 1,1,,
9.5215,10362.8,µm^3,Cumulative Volume,Image 1,1,,
9.6585,10408.5,µm^3,Cumulative Volume,Image 1,1,,
9.7955,10452,µm^3,Cumulative Volume,Image 1,1,,
9.9325,10494.3,µm^3,Cumulative Volume,Image 1,1,,
10.0695,10535,µm^3,Cumulative Volume,Image 1,1,,
10.2065,10574.7,µm^3,Cumulative Volume,Image 1,1,,
10.3435,10613.3,µm^3,Cumulative Volume,Image 1,1,,
10.4805,10651.2,µm^3,Cumulative Volume,Image 1,1,,
10.6175,10688.2,µm^3,Cumulative Volume,Image 1,1,,
10.7545,10724.8,µm^3,Cumulative Volume,Image 1,1,,
10.8915,10760.6,µm^3,Cumulative Volume,Image 1,1,,
11.0285,10795.9,µm^3,Cumulative Volume,Image 1,1,,
11.1655,10830.3,µm^3,Cumulative Volume,Image 1,1,,
11.3025,10864,µm^3,Cumulative Volume,Image 1,1,,
11.4395,10896.2,µm^3,Cumulative Volume,Image 1,1,,
11.5765,10926.5,µm^3,Cumulative Volume,Image 1,1,,
11.7135,10955.5,µm^3,Cumulative Volume,Image 1,1,,
11.8505,10983,µm^3,Cumulative Volume,Image 1,1,,
11.9875,11009.5,µm^3,Cumulative Volume,Image 1,1,,
12.1245,11034.8,µm^3,Cumulative Volume,Image 1,1,,
12.2615,11059.3,µm^3,Cumulative Volume,Image 1,1,,
12.3985,11082.7,µm^3,Cumulative Volume,Image 1,1,,
12.5355,11105.5,µm^3,Cumulative Volume,Image 1,1,,
12.6725,11127.1,µm^3,Cumulative Volume,Image 1,1,,
12.8095,11147.9,µm^3,Cumulative Volume,Image 1,1,,
12.9465,11167.7,µm^3,Cumulative Volume,Image 1,1,,
13.0835,11186.9,µm^3,Cumulative Volume,Image 1,1,,
13.2205,11205.1,µm^3,Cumulative Volume,Image 1,1,,
13.3575,11221.9,µm^3,Cumulative Volume,Image 1,1,,
13.4945,11236.6,µm^3,Cumulative Volume,Image 1,1,,
13.6315,11249,µm^3,Cumulative Volume,Image 1,1,,
13.7685,11259.9,µm^3,Cumulative Volume,Image 1,1,,
