
Cumulative Volume Outside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Outside,Unit,Collection,Image,Time,ID,
6.46,5375.76,µm^3,Cumulative Volume Outside,Image 1,1,,
6.596,5447.5,µm^3,Cumulative Volume Outside,Image 1,1,,
6.732,5519.06,µm^3,Cumulative Volume Outside,Image 1,1,,
6.868,5590.33,µm^3,Cumulative Volume Outside,Image 1,1,,
7.004,5661.21,µm^3,Cumulative Volume Outside,Image 1,1,,
7.14,5731.53,µm^3,Cumulative Volume Outside,Image 1,1,,
7.276,5800.94,µm^3,Cumulative Volume Outside,Image 1,1,,
7.412,5869.4,µm^3,Cumulative Volume Outside,Image 1,1,,
7.548,5937.88,µm^3,Cumulative Volume Outside,Image 1,1,,
7.684,6006.21,µm^3,Cumulative Volume Outside,Image 1,1,,
7.82,6074.08,µm^3,Cumulative Volume Outside,Image 1,1,,
7.956,6141.39,µm^3,Cumulative Volume Outside,Image 1,1,,
8.092,6207.49,µm^3,Cumulative Volume Outside,Image 1,1,,
8.228,6273.12,µm^3,Cumulative Volume Outside,Image 1,1,,
8.364,6339.08,µm^3,Cumulative Volume Outside,Image 1,1,,
8.5,6404.41,µm^3,Cumulative Volume Outside,Image 1,1,,
8.636,6469.54,µm^3,Cumulative Volume Outside,Image 1,1,,
8.772,6533.38,µm^3,Cumulative Volume Outside,Image 1,1,,
8.908,6596.59,µm^3,Cumulative Volume Outside,Image 1,1,,
9.044,6659.88,µm^3,Cumulative Volume Outside,Image 1,1,,
9.18,6721.79,µm^3,Cumulative Volume Outside,Image 1,1,,
9.316,6782.77,µm^3,Cumulative Volume Outside,Image 1,1,,
9.452,6841.95,µm^3,Cumulative Volume Outside,Image 1,1,,
9.588,6899.81,µm^3,Cumulative Volume Outside,Image 1,1,,
9.724,6957.19,µm^3,Cumulative Volume Outside,Image 1,1,,
9.86,7013.26,µm^3,Cumulative Volume Outside,Image 1,1,,
9.996,7068.63,µm^3,Cumulative Volume Outside,Image 1,1,,
10.132,7122.65,µm^3,Cumulative Volume Outside,Image 1,1,,
10.268,7176.03,µm^3,Cumulative Volume Outside,Image 1,1,,
10.404,7227.93,µm^3,Cumulative Volume Outside,Image 1,1,,
10.54,7278.92,µm^3,Cumulative Volume Outside,Image 1,1,,
10.676,7329.71,µm^3,Cumulative Volume Outside,Image 1,1,,
10.812,7379.36,µm^3,Cumulative Volume Outside,Image 1,1,,
10.948,7428.38,µm^3,Cumulative Volume Outside,Image 1,1,,
11.084,7476.04,µm^3,Cumulative Volume Outside,Image 1,1,,
11.22,7522.9,µm^3,Cumulative Volume Outside,Image 1,1,,
11.356,7569.55,µm^3,Cumulative Volume Outside,Image 1,1,,
11.492,7615.25,µm^3,Cumulative Volume Outside,Image 1,1,,
11.628,7660.29,µm^3,Cumulative Volume Outside,Image 1,1,,
11.764,7703.86,µm^3,Cumulative Volume Outside,Image 1,1,,
11.9,7746.31,µm^3,Cumulative Volume Outside,Image 1,1,,
12.036,7787.72,µm^3,Cumulative Volume Outside,Image 1,1,,
12.172,7827.18,µm^3,Cumulative Volume Outside,Image 1,1,,
12.308,7865.1,µm^3,Cumulative Volume Outside,Image 1,1,,
12.444,7901.16,µm^3,Cumulative Volume Outside,Image 1,1,,
12.58,7936.25,µm^3,Cumulative Volume Outside,Image 1,1,,
12.716,7970.72,µm^3,Cumulative Volume Outside,Image 1,1,,
12.852,8004.06,µm^3,Cumulative Volume Outside,Image 1,1,,
12.988,8036.73,µm^3,Cumulative Volume Outside,Image 1,1,,
13.124,8068.23,µm^3,Cumulative Volume Outside,Image 1,1,,
13.26,8098.96,µm^3,Cumulative Volume Outside,Image 1,1,,
13.396,8129.44,µm^3,Cumulative Volume Outside,Image 1,1,,
13.532,8159.22,µm^3,Cumulative Volume Outside,Image 1,1,,
13.668,8188.61,µm^3,Cumulative Volume Outside,Image 1,1,,
13.804,8217.29,µm^3,Cumulative Volume Outside,Image 1,1,,
13.94,8245.52,µm^3,Cumulative Volume Outside,Image 1,1,,
14.076,8272.87,µm^3,Cumulative Volume Outside,Image 1,1,,
14.212,8299.68,µm^3,Cumulative Volume Outside,Image 1,1,,
14.348,8326.3,µm^3,Cumulative Volume Outside,Image 1,1,,
14.484,8352.27,µm^3,Cumulative Volume Outside,Image 1,1,,
14.62,8377.78,µm^3,Cumulative Volume Outside,Image 1,1,,
14.756,8402.45,µm^3,Cumulative Volume Outside,Image 1,1,,
14.892,8426.59,µm^3,Cumulative Volume Outside,Image 1,1,,
15.028,8450.47,µm^3,Cumulative Volume Outside,Image 1,1,,
15.164,8473.75,µm^3,Cumulative Volume Outside,Image 1,1,,
15.3,8496.55,µm^3,Cumulative Volume Outside,Image 1,1,,
15.436,8518.53,µm^3,Cumulative Volume Outside,Image 1,1,,
15.572,8539.93,µm^3,Cumulative Volume Outside,Image 1,1,,
15.708,8561.03,µm^3,Cumulative Volume Outside,Image 1,1,,
15.844,8581.44,µm^3,Cumulative Volume Outside,Image 1,1,,
15.98,8600.86,µm^3,Cumulative Volume Outside,Image 1,1,,
16.116,8618.53,µm^3,Cumulative Volume Outside,Image 1,1,,
16.252,8635.15,µm^3,Cumulative Volume Outside,Image 1,1,,
16.388,8650.36,µm^3,Cumulative Volume Outside,Image 1,1,,
16.524,8663.97,µm^3,Cumulative Volume Outside,Image 1,1,,
16.66,8676.65,µm^3,Cumulative Volume Outside,Image 1,1,,
16.796,8688.26,µm^3,Cumulative Volume Outside,Image 1,1,,
16.932,8698.69,µm^3,Cumulative Volume Outside,Image 1,1,,
17.068,8708.51,µm^3,Cumulative Volume Outside,Image 1,1,,
17.204,8717.75,µm^3,Cumulative Volume Outside,Image 1,1,,
17.34,8726.35,µm^3,Cumulative Volume Outside,Image 1,1,,
17.476,8734.25,µm^3,Cumulative Volume Outside,Image 1,1,,
