
Spine Position Z
 ==================== 
Spine Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1466.25,µm,Spine,Spine Position,6,3,1,100000001,610000003057,
1464.38,µm,Spine,Spine Position,6,5,1,100000001,610000003060,
1466.42,µm,Spine,Spine Position,5,3,1,100000001,610000003063,
1466.09,µm,Spine,Spine Position,,,1,100000002,610000003065,
1464.95,µm,Spine,Spine Position,17,4,1,100000001,610000003067,
1465.75,µm,Spine,Spine Position,5,3,1,100000001,610000003069,
1464.74,µm,Spine,Spine Position,14,4,1,100000001,610000003071,
1464.9,µm,Spine,Spine Position,7,5,1,100000001,610000003076,
1465.85,µm,Spine,Spine Position,2,2,1,100000001,610000003078,
1466.43,µm,Spine,Spine Position,6,4,1,100000001,610000003080,
1467.12,µm,Spine,Spine Position,12,5,1,100000001,610000003083,
1467.46,µm,Spine,Spine Position,9,4,1,100000001,610000003087,
1463.32,µm,Spine,Spine Position,7,5,1,100000001,610000003091,
1467.16,µm,Spine,Spine Position,,,1,100000002,610000003093,
1466.94,µm,Spine,Spine Position,,,1,100000002,610000003096,
1466.12,µm,Spine,Spine Position,,,1,100000002,610000003098,
1464.33,µm,Spine,Spine Position,6,5,1,100000001,610000003100,
1467,µm,Spine,Spine Position,11,3,1,100000001,610000003103,
1464.97,µm,Spine,Spine Position,,,1,100000002,610000003105,
1465.97,µm,Spine,Spine Position,2,2,1,100000001,610000003107,
1465.8,µm,Spine,Spine Position,5,2,1,100000001,610000003117,
1467.02,µm,Spine,Spine Position,17,4,1,100000001,610000003120,
1467.31,µm,Spine,Spine Position,12,6,1,100000001,610000003125,
1463.6,µm,Spine,Spine Position,10,6,1,100000001,610000003128,
1464.23,µm,Spine,Spine Position,7,4,1,100000001,610000003131,
1463.26,µm,Spine,Spine Position,7,5,1,100000001,610000003135,
1467.08,µm,Spine,Spine Position,11,5,1,100000001,610000003138,
1466.66,µm,Spine,Spine Position,20,7,1,100000001,610000003140,
1467.17,µm,Spine,Spine Position,20,7,1,100000001,610000003144,
1463.83,µm,Spine,Spine Position,19,4,1,100000001,610000003148,
1463.38,µm,Spine,Spine Position,7,5,1,100000001,610000003152,
1464.94,µm,Spine,Spine Position,7,5,1,100000001,610000003160,
1464.91,µm,Spine,Spine Position,17,4,1,100000001,610000003360,
1467.16,µm,Spine,Spine Position,20,7,1,100000001,610000003361,
1466.54,µm,Spine,Spine Position,19,7,1,100000001,610000003362,
1466.53,µm,Spine,Spine Position,19,7,1,100000001,610000003363,
1466.59,µm,Spine,Spine Position,19,7,1,100000001,610000003364,
1466.39,µm,Spine,Spine Position,18,7,1,100000001,610000003365,
1466,µm,Spine,Spine Position,15,7,1,100000001,610000003366,
1466.01,µm,Spine,Spine Position,15,7,1,100000001,610000003367,
1466.08,µm,Spine,Spine Position,11,4,1,100000001,610000003368,
1467.17,µm,Spine,Spine Position,12,5,1,100000001,610000003369,
1467.41,µm,Spine,Spine Position,9,4,1,100000001,610000003370,
1467.49,µm,Spine,Spine Position,9,4,1,100000001,610000003371,
1467.26,µm,Spine,Spine Position,10,3,1,100000001,610000003372,
1467.62,µm,Spine,Spine Position,10,4,1,100000001,610000003373,
1467.27,µm,Spine,Spine Position,7,4,1,100000001,610000003374,
1466.36,µm,Spine,Spine Position,7,5,1,100000001,610000003375,
1466.27,µm,Spine,Spine Position,7,4,1,100000001,610000003376,
1466.36,µm,Spine,Spine Position,6,4,1,100000001,610000003377,
1466.41,µm,Spine,Spine Position,6,4,1,100000001,610000003378,
1466.52,µm,Spine,Spine Position,5,3,1,100000001,610000003379,
1465.51,µm,Spine,Spine Position,6,3,1,100000001,610000003380,
1466.9,µm,Spine,Spine Position,4,2,1,100000001,610000003381,
1466.83,µm,Spine,Spine Position,5,3,1,100000001,610000003382,
1467.49,µm,Spine,Spine Position,5,4,1,100000001,610000003383,
1463.82,µm,Spine,Spine Position,7,4,1,100000001,610000003384,
1465.58,µm,Spine,Spine Position,4,4,1,100000001,610000003385,
1465.51,µm,Spine,Spine Position,4,4,1,100000001,610000003386,
1463.25,µm,Spine,Spine Position,7,5,1,100000001,610000003387,
1463.36,µm,Spine,Spine Position,7,5,1,100000001,610000003388,
1463.52,µm,Spine,Spine Position,8,5,1,100000001,610000003389,
1463.55,µm,Spine,Spine Position,8,4,1,100000001,610000003390,
1464.29,µm,Spine,Spine Position,6,5,1,100000001,610000003391,
1464.76,µm,Spine,Spine Position,5,3,1,100000001,610000003392,
1465.57,µm,Spine,Spine Position,3,3,1,100000001,610000003393,
1465.92,µm,Spine,Spine Position,1,2,1,100000001,610000003394,
1465.92,µm,Spine,Spine Position,1,2,1,100000001,610000003395,
1465.22,µm,Spine,Spine Position,7,5,1,100000001,610000003396,
1464.94,µm,Spine,Spine Position,7,4,1,100000001,610000003397,
1464.91,µm,Spine,Spine Position,7,4,1,100000001,610000003398,
1464.91,µm,Spine,Spine Position,7,4,1,100000001,610000003399,
1465.03,µm,Spine,Spine Position,6,3,1,100000001,610000003400,
1465.03,µm,Spine,Spine Position,4,3,1,100000001,610000003401,
1466.31,µm,Spine,Spine Position,5,2,1,100000001,610000003402,
1466.43,µm,Spine,Spine Position,1,2,1,100000001,610000003403,
1466.25,µm,Spine,Spine Position,0,1,1,100000001,610000003404,
1465.01,µm,Spine,Spine Position,,,1,100000002,610000003412,
1465.1,µm,Spine,Spine Position,,,1,100000002,610000003413,
1465.22,µm,Spine,Spine Position,,,1,100000002,610000003414,
1466.13,µm,Spine,Spine Position,,,1,100000002,610000003415,
1466.56,µm,Spine,Spine Position,,,1,100000002,610000003416,
1465.45,µm,Spine,Spine Position,,,1,100000002,610000003417,
1466.1,µm,Spine,Spine Position,,,1,100000002,610000003418,
1465.75,µm,Spine,Spine Position,,,1,100000002,610000003419,
1465.6,µm,Spine,Spine Position,,,1,100000002,610000003420,
1465.49,µm,Spine,Spine Position,,,1,100000002,610000003421,
1467.16,µm,Spine,Spine Position,,,1,100000002,610000003422,
1467,µm,Spine,Spine Position,,,1,100000002,610000003423,
1466.5,µm,Spine,Spine Position,,,1,100000002,610000003424,
1467.53,µm,Spine,Spine Position,,,1,100000002,610000003425,
1466.98,µm,Spine,Spine Position,,,1,100000002,610000003426,
1463.77,µm,Spine,Spine Position,,,1,100000002,610000003427,
1464.01,µm,Spine,Spine Position,,,1,100000002,610000003428,
1464.08,µm,Spine,Spine Position,,,1,100000002,610000003429,
1466.03,µm,Spine,Spine Position,,,1,100000002,610000003430,
1465.93,µm,Spine,Spine Position,,,1,100000002,610000003431,
