
Segment No. Spines
 ==================== 
Segment No. Spines,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,,Segment,16,5,1,100000000,510000006604,
0,,Segment,17,6,1,100000000,510000006605,
0,,Segment,11,4,1,100000000,510000006607,
1,,Segment,2,1,1,100000000,510000006608,
0,,Segment,2,1,1,100000001,510000006611,
0,,Segment,13,2,1,100000001,510000006612,
0,,Segment,12,2,1,100000001,510000006613,
0,,Segment,12,3,1,100000001,510000006614,
0,,Segment,10,4,1,100000001,510000006615,
0,,Segment,10,3,1,100000001,510000006619,
0,,Segment,6,3,1,100000001,510000006623,
0,,Segment,3,3,1,100000001,510000006624,
0,,Segment,5,2,1,100000001,510000006626,
0,,Segment,3,2,1,100000002,510000006628,
1,,Segment,4,2,1,100000002,510000006629,
0,,Segment,8,2,1,100000002,510000006633,
0,,Segment,3,1,1,100000002,510000006634,
0,,Segment,7,2,1,100000002,510000006635,
0,,Segment,5,4,1,100000002,510000006636,
0,,Segment,3,1,1,100000002,510000006638,
0,,Segment,1,1,1,100000002,510000006639,
0,,Segment,5,4,1,100000002,510000006640,
0,,Segment,2,1,1,100000002,510000006641,
0,,Segment,1,2,1,100000002,510000006642,
0,,Segment,2,1,1,100000002,510000006643,
0,,Segment,11,4,1,100000003,510000006644,
0,,Segment,13,5,1,100000003,510000006645,
0,,Segment,8,3,1,100000003,510000006646,
1,,Segment,4,1,1,100000003,510000006647,
0,,Segment,5,2,1,100000003,510000006648,
0,,Segment,2,2,1,100000003,510000006649,
0,,Segment,6,4,1,100000003,510000006651,
0,,Segment,5,2,1,100000003,510000006652,
