
Volume Outside Img=1
 ==================== 
Distance to Surface,Volume Outside,Unit,Collection,Image,Time,ID,
18.559,3147.18,µm^3,Volume Outside,Image 1,1,,
19.113,3037.79,µm^3,Volume Outside,Image 1,1,,
19.667,2957.72,µm^3,Volume Outside,Image 1,1,,
20.221,2851.78,µm^3,Volume Outside,Image 1,1,,
20.775,2766.75,µm^3,Volume Outside,Image 1,1,,
21.329,2675.64,µm^3,Volume Outside,Image 1,1,,
21.883,2598.64,µm^3,Volume Outside,Image 1,1,,
22.437,2522.38,µm^3,Volume Outside,Image 1,1,,
22.991,2472.13,µm^3,Volume Outside,Image 1,1,,
23.545,2411.17,µm^3,Volume Outside,Image 1,1,,
24.099,2367.97,µm^3,Volume Outside,Image 1,1,,
24.653,2307.44,µm^3,Volume Outside,Image 1,1,,
25.207,2261.92,µm^3,Volume Outside,Image 1,1,,
25.761,2238.18,µm^3,Volume Outside,Image 1,1,,
26.315,2199.29,µm^3,Volume Outside,Image 1,1,,
26.869,2163.75,µm^3,Volume Outside,Image 1,1,,
27.423,2108.14,µm^3,Volume Outside,Image 1,1,,
27.977,2055.53,µm^3,Volume Outside,Image 1,1,,
28.531,1984.56,µm^3,Volume Outside,Image 1,1,,
29.085,1927.19,µm^3,Volume Outside,Image 1,1,,
29.639,1857.86,µm^3,Volume Outside,Image 1,1,,
30.193,1805.92,µm^3,Volume Outside,Image 1,1,,
30.747,1739.63,µm^3,Volume Outside,Image 1,1,,
31.301,1689.67,µm^3,Volume Outside,Image 1,1,,
31.855,1659.22,µm^3,Volume Outside,Image 1,1,,
32.409,1608.44,µm^3,Volume Outside,Image 1,1,,
32.963,1592.46,µm^3,Volume Outside,Image 1,1,,
33.517,1574.67,µm^3,Volume Outside,Image 1,1,,
34.071,1543.94,µm^3,Volume Outside,Image 1,1,,
34.625,1505.03,µm^3,Volume Outside,Image 1,1,,
35.179,1504.38,µm^3,Volume Outside,Image 1,1,,
35.733,1493.35,µm^3,Volume Outside,Image 1,1,,
36.287,1467.5,µm^3,Volume Outside,Image 1,1,,
36.841,1433.06,µm^3,Volume Outside,Image 1,1,,
37.395,1430.89,µm^3,Volume Outside,Image 1,1,,
37.949,1414.33,µm^3,Volume Outside,Image 1,1,,
38.503,1387.54,µm^3,Volume Outside,Image 1,1,,
39.057,1389.35,µm^3,Volume Outside,Image 1,1,,
39.611,1380.11,µm^3,Volume Outside,Image 1,1,,
40.165,1356.4,µm^3,Volume Outside,Image 1,1,,
40.719,1324.78,µm^3,Volume Outside,Image 1,1,,
41.273,1324.71,µm^3,Volume Outside,Image 1,1,,
41.827,1316.14,µm^3,Volume Outside,Image 1,1,,
42.381,1297.64,µm^3,Volume Outside,Image 1,1,,
42.935,1266.82,µm^3,Volume Outside,Image 1,1,,
43.489,1260.63,µm^3,Volume Outside,Image 1,1,,
44.043,1244.4,µm^3,Volume Outside,Image 1,1,,
44.597,1215.96,µm^3,Volume Outside,Image 1,1,,
45.151,1216.11,µm^3,Volume Outside,Image 1,1,,
45.705,1209.06,µm^3,Volume Outside,Image 1,1,,
46.259,1190.53,µm^3,Volume Outside,Image 1,1,,
46.813,1160.15,µm^3,Volume Outside,Image 1,1,,
47.367,1158.06,µm^3,Volume Outside,Image 1,1,,
47.921,1148.49,µm^3,Volume Outside,Image 1,1,,
48.475,1126.28,µm^3,Volume Outside,Image 1,1,,
49.029,1098.07,µm^3,Volume Outside,Image 1,1,,
49.583,1096.83,µm^3,Volume Outside,Image 1,1,,
50.137,1083.85,µm^3,Volume Outside,Image 1,1,,
50.691,1057.44,µm^3,Volume Outside,Image 1,1,,
51.245,1055.46,µm^3,Volume Outside,Image 1,1,,
51.799,1045.07,µm^3,Volume Outside,Image 1,1,,
52.353,1019.22,µm^3,Volume Outside,Image 1,1,,
52.907,980.07,µm^3,Volume Outside,Image 1,1,,
53.461,937.056,µm^3,Volume Outside,Image 1,1,,
54.015,853.903,µm^3,Volume Outside,Image 1,1,,
54.569,746.458,µm^3,Volume Outside,Image 1,1,,
55.123,645.542,µm^3,Volume Outside,Image 1,1,,
