
Cumulative Volume Outside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Outside,Unit,Collection,Image,Time,ID,
4.7265,4629.34,µm^3,Cumulative Volume Outside,Image 1,1,,
4.8635,4704.11,µm^3,Cumulative Volume Outside,Image 1,1,,
5.0005,4776.96,µm^3,Cumulative Volume Outside,Image 1,1,,
5.1375,4847.91,µm^3,Cumulative Volume Outside,Image 1,1,,
5.2745,4917.17,µm^3,Cumulative Volume Outside,Image 1,1,,
5.4115,4984.99,µm^3,Cumulative Volume Outside,Image 1,1,,
5.5485,5051.55,µm^3,Cumulative Volume Outside,Image 1,1,,
5.6855,5117.05,µm^3,Cumulative Volume Outside,Image 1,1,,
5.8225,5180.9,µm^3,Cumulative Volume Outside,Image 1,1,,
5.9595,5243.41,µm^3,Cumulative Volume Outside,Image 1,1,,
6.0965,5304.65,µm^3,Cumulative Volume Outside,Image 1,1,,
6.2335,5364.77,µm^3,Cumulative Volume Outside,Image 1,1,,
6.3705,5423.93,µm^3,Cumulative Volume Outside,Image 1,1,,
6.5075,5482.1,µm^3,Cumulative Volume Outside,Image 1,1,,
6.6445,5539.23,µm^3,Cumulative Volume Outside,Image 1,1,,
6.7815,5595.06,µm^3,Cumulative Volume Outside,Image 1,1,,
6.9185,5649.34,µm^3,Cumulative Volume Outside,Image 1,1,,
7.0555,5701.96,µm^3,Cumulative Volume Outside,Image 1,1,,
7.1925,5752.9,µm^3,Cumulative Volume Outside,Image 1,1,,
7.3295,5802.2,µm^3,Cumulative Volume Outside,Image 1,1,,
7.4665,5850.11,µm^3,Cumulative Volume Outside,Image 1,1,,
7.6035,5896.97,µm^3,Cumulative Volume Outside,Image 1,1,,
7.7405,5942.45,µm^3,Cumulative Volume Outside,Image 1,1,,
7.8775,5986.76,µm^3,Cumulative Volume Outside,Image 1,1,,
8.0145,6030.09,µm^3,Cumulative Volume Outside,Image 1,1,,
8.1515,6072.78,µm^3,Cumulative Volume Outside,Image 1,1,,
8.2885,6114.24,µm^3,Cumulative Volume Outside,Image 1,1,,
8.4255,6155,µm^3,Cumulative Volume Outside,Image 1,1,,
8.5625,6194.74,µm^3,Cumulative Volume Outside,Image 1,1,,
8.6995,6233.95,µm^3,Cumulative Volume Outside,Image 1,1,,
8.8365,6272.13,µm^3,Cumulative Volume Outside,Image 1,1,,
8.9735,6309.78,µm^3,Cumulative Volume Outside,Image 1,1,,
9.1105,6346.52,µm^3,Cumulative Volume Outside,Image 1,1,,
9.2475,6382.81,µm^3,Cumulative Volume Outside,Image 1,1,,
9.3845,6418.39,µm^3,Cumulative Volume Outside,Image 1,1,,
9.5215,6453.87,µm^3,Cumulative Volume Outside,Image 1,1,,
9.6585,6488.83,µm^3,Cumulative Volume Outside,Image 1,1,,
9.7955,6522.98,µm^3,Cumulative Volume Outside,Image 1,1,,
9.9325,6556.92,µm^3,Cumulative Volume Outside,Image 1,1,,
10.0695,6590.22,µm^3,Cumulative Volume Outside,Image 1,1,,
10.2065,6623.31,µm^3,Cumulative Volume Outside,Image 1,1,,
10.3435,6655.85,µm^3,Cumulative Volume Outside,Image 1,1,,
10.4805,6688.26,µm^3,Cumulative Volume Outside,Image 1,1,,
10.6175,6720.14,µm^3,Cumulative Volume Outside,Image 1,1,,
10.7545,6751.87,µm^3,Cumulative Volume Outside,Image 1,1,,
10.8915,6783.01,µm^3,Cumulative Volume Outside,Image 1,1,,
11.0285,6813.93,µm^3,Cumulative Volume Outside,Image 1,1,,
11.1655,6844.38,µm^3,Cumulative Volume Outside,Image 1,1,,
11.3025,6874.88,µm^3,Cumulative Volume Outside,Image 1,1,,
11.4395,6905.07,µm^3,Cumulative Volume Outside,Image 1,1,,
11.5765,6934.6,µm^3,Cumulative Volume Outside,Image 1,1,,
11.7135,6963.94,µm^3,Cumulative Volume Outside,Image 1,1,,
11.8505,6992.74,µm^3,Cumulative Volume Outside,Image 1,1,,
11.9875,7021.37,µm^3,Cumulative Volume Outside,Image 1,1,,
12.1245,7049.42,µm^3,Cumulative Volume Outside,Image 1,1,,
12.2615,7077.28,µm^3,Cumulative Volume Outside,Image 1,1,,
12.3985,7104.64,µm^3,Cumulative Volume Outside,Image 1,1,,
12.5355,7131.87,µm^3,Cumulative Volume Outside,Image 1,1,,
12.6725,7158.58,µm^3,Cumulative Volume Outside,Image 1,1,,
12.8095,7185.11,µm^3,Cumulative Volume Outside,Image 1,1,,
12.9465,7211.13,µm^3,Cumulative Volume Outside,Image 1,1,,
13.0835,7237.05,µm^3,Cumulative Volume Outside,Image 1,1,,
13.2205,7262.57,µm^3,Cumulative Volume Outside,Image 1,1,,
13.3575,7288.04,µm^3,Cumulative Volume Outside,Image 1,1,,
13.4945,7313.15,µm^3,Cumulative Volume Outside,Image 1,1,,
13.6315,7337.58,µm^3,Cumulative Volume Outside,Image 1,1,,
13.7685,7361.67,µm^3,Cumulative Volume Outside,Image 1,1,,
13.9055,7384.99,µm^3,Cumulative Volume Outside,Image 1,1,,
14.0425,7407.47,µm^3,Cumulative Volume Outside,Image 1,1,,
14.1795,7428.66,µm^3,Cumulative Volume Outside,Image 1,1,,
14.3165,7448.81,µm^3,Cumulative Volume Outside,Image 1,1,,
14.4535,7467.68,µm^3,Cumulative Volume Outside,Image 1,1,,
14.5905,7485.57,µm^3,Cumulative Volume Outside,Image 1,1,,
14.7275,7502.38,µm^3,Cumulative Volume Outside,Image 1,1,,
14.8645,7518.5,µm^3,Cumulative Volume Outside,Image 1,1,,
15.0015,7533.89,µm^3,Cumulative Volume Outside,Image 1,1,,
15.1385,7548.96,µm^3,Cumulative Volume Outside,Image 1,1,,
15.2755,7563.58,µm^3,Cumulative Volume Outside,Image 1,1,,
15.4125,7577.62,µm^3,Cumulative Volume Outside,Image 1,1,,
15.5495,7591.35,µm^3,Cumulative Volume Outside,Image 1,1,,
15.6865,7604.64,µm^3,Cumulative Volume Outside,Image 1,1,,
15.8235,7617.65,µm^3,Cumulative Volume Outside,Image 1,1,,
15.9605,7630.19,µm^3,Cumulative Volume Outside,Image 1,1,,
16.0975,7642.58,µm^3,Cumulative Volume Outside,Image 1,1,,
16.2345,7654.71,µm^3,Cumulative Volume Outside,Image 1,1,,
16.3715,7666.34,µm^3,Cumulative Volume Outside,Image 1,1,,
16.5085,7677.33,µm^3,Cumulative Volume Outside,Image 1,1,,
16.6455,7688.24,µm^3,Cumulative Volume Outside,Image 1,1,,
16.7825,7698.95,µm^3,Cumulative Volume Outside,Image 1,1,,
