
Volume Img=1
 ==================== 
Distance to Surface,Volume,Unit,Collection,Image,Time,ID,
31.855,2488.13,µm^3,Volume,Image 1,1,,
32.409,2390.21,µm^3,Volume,Image 1,1,,
32.963,2338.1,µm^3,Volume,Image 1,1,,
33.517,2276.74,µm^3,Volume,Image 1,1,,
34.071,2195.82,µm^3,Volume,Image 1,1,,
34.625,2113.42,µm^3,Volume,Image 1,1,,
35.179,2094.17,µm^3,Volume,Image 1,1,,
35.733,2068.67,µm^3,Volume,Image 1,1,,
36.287,2029.57,µm^3,Volume,Image 1,1,,
36.841,1983.58,µm^3,Volume,Image 1,1,,
37.395,1987.68,µm^3,Volume,Image 1,1,,
37.949,1975.26,µm^3,Volume,Image 1,1,,
38.503,1949.88,µm^3,Volume,Image 1,1,,
39.057,1967.31,µm^3,Volume,Image 1,1,,
39.611,1970.6,µm^3,Volume,Image 1,1,,
40.165,1954.89,µm^3,Volume,Image 1,1,,
40.719,1925.35,µm^3,Volume,Image 1,1,,
41.273,1944.31,µm^3,Volume,Image 1,1,,
41.827,1955.06,µm^3,Volume,Image 1,1,,
42.381,1948.68,µm^3,Volume,Image 1,1,,
42.935,1924.33,µm^3,Volume,Image 1,1,,
43.489,1936.38,µm^3,Volume,Image 1,1,,
44.043,1933.67,µm^3,Volume,Image 1,1,,
44.597,1911.1,µm^3,Volume,Image 1,1,,
45.151,1934.19,µm^3,Volume,Image 1,1,,
45.705,1946.03,µm^3,Volume,Image 1,1,,
46.259,1934.14,µm^3,Volume,Image 1,1,,
46.813,1909.5,µm^3,Volume,Image 1,1,,
47.367,1930.63,µm^3,Volume,Image 1,1,,
47.921,1934.89,µm^3,Volume,Image 1,1,,
48.475,1920.13,µm^3,Volume,Image 1,1,,
49.029,1897.82,µm^3,Volume,Image 1,1,,
49.583,1918.35,µm^3,Volume,Image 1,1,,
50.137,1917.58,µm^3,Volume,Image 1,1,,
50.691,1881.85,µm^3,Volume,Image 1,1,,
51.245,1865.28,µm^3,Volume,Image 1,1,,
51.799,1816.47,µm^3,Volume,Image 1,1,,
52.353,1753.26,µm^3,Volume,Image 1,1,,
52.907,1686.96,µm^3,Volume,Image 1,1,,
53.461,1663.54,µm^3,Volume,Image 1,1,,
54.015,1632.9,µm^3,Volume,Image 1,1,,
54.569,1588.79,µm^3,Volume,Image 1,1,,
55.123,1539.03,µm^3,Volume,Image 1,1,,
55.677,1528.69,µm^3,Volume,Image 1,1,,
56.231,1505.36,µm^3,Volume,Image 1,1,,
56.785,1465.56,µm^3,Volume,Image 1,1,,
57.339,1459.24,µm^3,Volume,Image 1,1,,
57.893,1446.86,µm^3,Volume,Image 1,1,,
58.447,1417.31,µm^3,Volume,Image 1,1,,
59.001,1374.75,µm^3,Volume,Image 1,1,,
59.555,1367.39,µm^3,Volume,Image 1,1,,
60.109,1353.15,µm^3,Volume,Image 1,1,,
60.663,1325.14,µm^3,Volume,Image 1,1,,
61.217,1286.07,µm^3,Volume,Image 1,1,,
61.771,1277.99,µm^3,Volume,Image 1,1,,
62.325,1258.43,µm^3,Volume,Image 1,1,,
62.879,1225.64,µm^3,Volume,Image 1,1,,
63.433,1224.28,µm^3,Volume,Image 1,1,,
63.987,1214.06,µm^3,Volume,Image 1,1,,
64.541,1169.5,µm^3,Volume,Image 1,1,,
65.095,1117.08,µm^3,Volume,Image 1,1,,
65.649,1121.65,µm^3,Volume,Image 1,1,,
66.203,1117.21,µm^3,Volume,Image 1,1,,
66.757,1099.26,µm^3,Volume,Image 1,1,,
67.311,1077.71,µm^3,Volume,Image 1,1,,
67.865,1053.56,µm^3,Volume,Image 1,1,,
68.419,1016.75,µm^3,Volume,Image 1,1,,
68.973,971.056,µm^3,Volume,Image 1,1,,
69.527,973.945,µm^3,Volume,Image 1,1,,
70.081,968.278,µm^3,Volume,Image 1,1,,
70.635,950.458,µm^3,Volume,Image 1,1,,
71.189,928.806,µm^3,Volume,Image 1,1,,
71.743,906.861,µm^3,Volume,Image 1,1,,
72.297,881.778,µm^3,Volume,Image 1,1,,
72.851,843.861,µm^3,Volume,Image 1,1,,
73.405,803.945,µm^3,Volume,Image 1,1,,
73.959,803.292,µm^3,Volume,Image 1,1,,
74.513,795.945,µm^3,Volume,Image 1,1,,
75.067,778.931,µm^3,Volume,Image 1,1,,
75.621,757.528,µm^3,Volume,Image 1,1,,
76.175,735.57,µm^3,Volume,Image 1,1,,
76.729,702.653,µm^3,Volume,Image 1,1,,
77.283,665.681,µm^3,Volume,Image 1,1,,
77.837,661.931,µm^3,Volume,Image 1,1,,
78.391,653.806,µm^3,Volume,Image 1,1,,
78.945,638.375,µm^3,Volume,Image 1,1,,
79.499,619.139,µm^3,Volume,Image 1,1,,
80.053,600.542,µm^3,Volume,Image 1,1,,
80.607,578.694,µm^3,Volume,Image 1,1,,
81.161,551.917,µm^3,Volume,Image 1,1,,
81.715,521.611,µm^3,Volume,Image 1,1,,
82.269,517.264,µm^3,Volume,Image 1,1,,
82.823,507.972,µm^3,Volume,Image 1,1,,
83.377,492.708,µm^3,Volume,Image 1,1,,
