
Volume Img=1
 ==================== 
Distance to Surface,Volume,Unit,Collection,Image,Time,ID,
11.764,47.2163,µm^3,Volume,Image 1,1,,
11.9,46.3434,µm^3,Volume,Image 1,1,,
12.036,46.1278,µm^3,Volume,Image 1,1,,
12.172,45.0789,µm^3,Volume,Image 1,1,,
12.308,44.5382,µm^3,Volume,Image 1,1,,
12.444,43.2555,µm^3,Volume,Image 1,1,,
12.58,42.6148,µm^3,Volume,Image 1,1,,
12.716,42.3274,µm^3,Volume,Image 1,1,,
12.852,41.4271,µm^3,Volume,Image 1,1,,
12.988,40.853,µm^3,Volume,Image 1,1,,
13.124,39.6873,µm^3,Volume,Image 1,1,,
13.26,39.1453,µm^3,Volume,Image 1,1,,
13.396,39.0828,µm^3,Volume,Image 1,1,,
13.532,38.4447,µm^3,Volume,Image 1,1,,
13.668,38.3455,µm^3,Volume,Image 1,1,,
13.804,37.7845,µm^3,Volume,Image 1,1,,
13.94,37.565,µm^3,Volume,Image 1,1,,
14.076,36.8281,µm^3,Volume,Image 1,1,,
14.212,36.5305,µm^3,Volume,Image 1,1,,
14.348,36.6496,µm^3,Volume,Image 1,1,,
14.484,36.1899,µm^3,Volume,Image 1,1,,
14.62,36.0557,µm^3,Volume,Image 1,1,,
14.756,35.2795,µm^3,Volume,Image 1,1,,
14.892,34.9515,µm^3,Volume,Image 1,1,,
15.028,35.087,µm^3,Volume,Image 1,1,,
15.164,34.7067,µm^3,Volume,Image 1,1,,
15.3,34.5417,µm^3,Volume,Image 1,1,,
15.436,33.8187,µm^3,Volume,Image 1,1,,
15.572,33.5262,µm^3,Volume,Image 1,1,,
15.708,33.7085,µm^3,Volume,Image 1,1,,
15.844,33.4118,µm^3,Volume,Image 1,1,,
15.98,33.3388,µm^3,Volume,Image 1,1,,
16.116,32.3595,µm^3,Volume,Image 1,1,,
16.252,32.6829,µm^3,Volume,Image 1,1,,
16.388,32.2983,µm^3,Volume,Image 1,1,,
16.524,31.2858,µm^3,Volume,Image 1,1,,
16.66,31.7885,µm^3,Volume,Image 1,1,,
16.796,31.6061,µm^3,Volume,Image 1,1,,
16.932,30.6459,µm^3,Volume,Image 1,1,,
17.068,31.1672,µm^3,Volume,Image 1,1,,
17.204,31.3626,µm^3,Volume,Image 1,1,,
17.34,30.8156,µm^3,Volume,Image 1,1,,
17.476,29.8309,µm^3,Volume,Image 1,1,,
17.612,30.1757,µm^3,Volume,Image 1,1,,
17.748,29.9229,µm^3,Volume,Image 1,1,,
17.884,29.1923,µm^3,Volume,Image 1,1,,
18.02,29.6755,µm^3,Volume,Image 1,1,,
18.156,29.6882,µm^3,Volume,Image 1,1,,
18.292,29.1319,µm^3,Volume,Image 1,1,,
18.428,28.2147,µm^3,Volume,Image 1,1,,
18.564,28.3561,µm^3,Volume,Image 1,1,,
18.7,27.772,µm^3,Volume,Image 1,1,,
18.836,26.2668,µm^3,Volume,Image 1,1,,
18.972,25.6299,µm^3,Volume,Image 1,1,,
19.108,24.5055,µm^3,Volume,Image 1,1,,
19.244,23.0075,µm^3,Volume,Image 1,1,,
19.38,22.7631,µm^3,Volume,Image 1,1,,
19.516,22.436,µm^3,Volume,Image 1,1,,
19.652,21.6092,µm^3,Volume,Image 1,1,,
19.788,20.57,µm^3,Volume,Image 1,1,,
19.924,20.562,µm^3,Volume,Image 1,1,,
20.06,20.1661,µm^3,Volume,Image 1,1,,
20.196,19.3249,µm^3,Volume,Image 1,1,,
20.332,19.3709,µm^3,Volume,Image 1,1,,
20.468,19.219,µm^3,Volume,Image 1,1,,
20.604,18.6964,µm^3,Volume,Image 1,1,,
20.74,17.9143,µm^3,Volume,Image 1,1,,
20.876,17.9004,µm^3,Volume,Image 1,1,,
21.012,17.6096,µm^3,Volume,Image 1,1,,
21.148,17.0638,µm^3,Volume,Image 1,1,,
21.284,17.2023,µm^3,Volume,Image 1,1,,
21.42,16.8384,µm^3,Volume,Image 1,1,,
21.556,16.2686,µm^3,Volume,Image 1,1,,
21.692,16.4666,µm^3,Volume,Image 1,1,,
21.828,16.3328,µm^3,Volume,Image 1,1,,
21.964,15.8837,µm^3,Volume,Image 1,1,,
22.1,15.2413,µm^3,Volume,Image 1,1,,
22.236,15.343,µm^3,Volume,Image 1,1,,
22.372,15.0978,µm^3,Volume,Image 1,1,,
22.508,14.5567,µm^3,Volume,Image 1,1,,
22.644,14.636,µm^3,Volume,Image 1,1,,
22.78,14.4693,µm^3,Volume,Image 1,1,,
22.916,13.9919,µm^3,Volume,Image 1,1,,
23.052,14.0974,µm^3,Volume,Image 1,1,,
23.188,14.0493,µm^3,Volume,Image 1,1,,
23.324,13.7231,µm^3,Volume,Image 1,1,,
23.46,13.1668,µm^3,Volume,Image 1,1,,
23.596,13.1706,µm^3,Volume,Image 1,1,,
23.732,12.9899,µm^3,Volume,Image 1,1,,
23.868,12.6202,µm^3,Volume,Image 1,1,,
24.004,12.6978,µm^3,Volume,Image 1,1,,
24.14,12.5965,µm^3,Volume,Image 1,1,,
24.276,12.2437,µm^3,Volume,Image 1,1,,
24.412,11.784,µm^3,Volume,Image 1,1,,
24.548,11.8207,µm^3,Volume,Image 1,1,,
24.684,11.6329,µm^3,Volume,Image 1,1,,
24.82,11.2096,µm^3,Volume,Image 1,1,,
24.956,11.3155,µm^3,Volume,Image 1,1,,
25.092,11.1809,µm^3,Volume,Image 1,1,,
25.228,10.7529,µm^3,Volume,Image 1,1,,
25.364,10.8208,µm^3,Volume,Image 1,1,,
25.5,10.7761,µm^3,Volume,Image 1,1,,
25.636,10.4671,µm^3,Volume,Image 1,1,,
25.772,10.0227,µm^3,Volume,Image 1,1,,
25.908,10.0421,µm^3,Volume,Image 1,1,,
26.044,9.88594,µm^3,Volume,Image 1,1,,
26.18,9.50016,µm^3,Volume,Image 1,1,,
26.316,9.52759,µm^3,Volume,Image 1,1,,
26.452,9.38535,µm^3,Volume,Image 1,1,,
26.588,9.04136,µm^3,Volume,Image 1,1,,
26.724,9.08905,µm^3,Volume,Image 1,1,,
26.86,8.99197,µm^3,Volume,Image 1,1,,
26.996,8.70369,µm^3,Volume,Image 1,1,,
27.132,8.35801,µm^3,Volume,Image 1,1,,
27.268,8.34071,µm^3,Volume,Image 1,1,,
27.404,8.18032,µm^3,Volume,Image 1,1,,
27.54,7.88824,µm^3,Volume,Image 1,1,,
27.676,7.93129,µm^3,Volume,Image 1,1,,
27.812,7.83421,µm^3,Volume,Image 1,1,,
27.948,7.55986,µm^3,Volume,Image 1,1,,
