
Spine Part Mean Diameter Neck
 ==================== 
Spine Part Mean Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.310556,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000002144,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000002146,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000002148,
0,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000002150,
0,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000002155,
0,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000002158,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000002166,
0,µm,Spine,Spine Part Mean Diameter,7,2,1,100000000,610000002171,
0,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000002173,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000002179,
0,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000002181,
0,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000002188,
0,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000002190,
0,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000002197,
0,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000002203,
0,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000002205,
0,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000002208,
0,µm,Spine,Spine Part Mean Diameter,4,1,1,100000000,610000002217,
0,µm,Spine,Spine Part Mean Diameter,4,4,1,100000000,610000002220,
0,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000002221,
0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000002222,
0,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000002229,
0,µm,Spine,Spine Part Mean Diameter,2,3,1,100000000,610000002230,
0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000002231,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000002232,
0,µm,Spine,Spine Part Mean Diameter,7,2,1,100000000,610000002233,
0,µm,Spine,Spine Part Mean Diameter,5,3,1,100000000,610000002234,
0,µm,Spine,Spine Part Mean Diameter,4,3,1,100000000,610000002235,
0,µm,Spine,Spine Part Mean Diameter,4,3,1,100000000,610000002236,
0,µm,Spine,Spine Part Mean Diameter,4,1,1,100000000,610000002237,
0,µm,Spine,Spine Part Mean Diameter,4,1,1,100000000,610000002238,
0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000002239,
0,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000002240,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002241,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002242,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000002243,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000002244,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000002245,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000002246,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000002247,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000002248,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000002249,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000002250,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002251,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002252,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002253,
0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000001,610000002258,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000002259,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002260,
0,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000002263,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000002265,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000002266,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000002267,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000002268,
