
Cumulative Volume Outside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Outside,Unit,Collection,Image,Time,ID,
13.668,7552.61,µm^3,Cumulative Volume Outside,Image 1,1,,
13.804,7566.26,µm^3,Cumulative Volume Outside,Image 1,1,,
13.94,7579.57,µm^3,Cumulative Volume Outside,Image 1,1,,
14.076,7592.38,µm^3,Cumulative Volume Outside,Image 1,1,,
14.212,7604.84,µm^3,Cumulative Volume Outside,Image 1,1,,
14.348,7617.09,µm^3,Cumulative Volume Outside,Image 1,1,,
14.484,7628.95,µm^3,Cumulative Volume Outside,Image 1,1,,
14.62,7640.49,µm^3,Cumulative Volume Outside,Image 1,1,,
14.756,7651.55,µm^3,Cumulative Volume Outside,Image 1,1,,
14.892,7662.28,µm^3,Cumulative Volume Outside,Image 1,1,,
15.028,7672.78,µm^3,Cumulative Volume Outside,Image 1,1,,
15.164,7682.91,µm^3,Cumulative Volume Outside,Image 1,1,,
15.3,7692.74,µm^3,Cumulative Volume Outside,Image 1,1,,
15.436,7702.11,µm^3,Cumulative Volume Outside,Image 1,1,,
15.572,7711.14,µm^3,Cumulative Volume Outside,Image 1,1,,
15.708,7719.98,µm^3,Cumulative Volume Outside,Image 1,1,,
15.844,7728.52,µm^3,Cumulative Volume Outside,Image 1,1,,
15.98,7736.88,µm^3,Cumulative Volume Outside,Image 1,1,,
16.116,7744.85,µm^3,Cumulative Volume Outside,Image 1,1,,
16.252,7752.77,µm^3,Cumulative Volume Outside,Image 1,1,,
16.388,7760.51,µm^3,Cumulative Volume Outside,Image 1,1,,
16.524,7767.9,µm^3,Cumulative Volume Outside,Image 1,1,,
16.66,7775.29,µm^3,Cumulative Volume Outside,Image 1,1,,
16.796,7782.54,µm^3,Cumulative Volume Outside,Image 1,1,,
16.932,7789.48,µm^3,Cumulative Volume Outside,Image 1,1,,
17.068,7796.42,µm^3,Cumulative Volume Outside,Image 1,1,,
17.204,7803.3,µm^3,Cumulative Volume Outside,Image 1,1,,
17.34,7809.96,µm^3,Cumulative Volume Outside,Image 1,1,,
17.476,7816.31,µm^3,Cumulative Volume Outside,Image 1,1,,
17.612,7822.63,µm^3,Cumulative Volume Outside,Image 1,1,,
17.748,7828.78,µm^3,Cumulative Volume Outside,Image 1,1,,
17.884,7834.65,µm^3,Cumulative Volume Outside,Image 1,1,,
18.02,7840.52,µm^3,Cumulative Volume Outside,Image 1,1,,
18.156,7846.3,µm^3,Cumulative Volume Outside,Image 1,1,,
