
Volume Outside Img=1
 ==================== 
Distance to Surface,Volume Outside,Unit,Collection,Image,Time,ID,
11.22,67.6871,µm^3,Volume Outside,Image 1,1,,
11.356,68.2513,µm^3,Volume Outside,Image 1,1,,
11.492,67.3382,µm^3,Volume Outside,Image 1,1,,
11.628,66.4276,µm^3,Volume Outside,Image 1,1,,
11.764,64.0884,µm^3,Volume Outside,Image 1,1,,
11.9,61.9302,µm^3,Volume Outside,Image 1,1,,
12.036,60.0592,µm^3,Volume Outside,Image 1,1,,
12.172,56.6445,µm^3,Volume Outside,Image 1,1,,
12.308,53.9061,µm^3,Volume Outside,Image 1,1,,
12.444,50.6047,µm^3,Volume Outside,Image 1,1,,
12.58,48.3873,µm^3,Volume Outside,Image 1,1,,
12.716,46.6982,µm^3,Volume Outside,Image 1,1,,
12.852,44.4258,µm^3,Volume Outside,Image 1,1,,
12.988,42.7434,µm^3,Volume Outside,Image 1,1,,
13.124,40.5552,µm^3,Volume Outside,Image 1,1,,
13.26,38.8833,µm^3,Volume Outside,Image 1,1,,
13.396,37.7778,µm^3,Volume Outside,Image 1,1,,
13.532,36.1326,µm^3,Volume Outside,Image 1,1,,
13.668,34.9616,µm^3,Volume Outside,Image 1,1,,
13.804,33.4665,µm^3,Volume Outside,Image 1,1,,
13.94,32.3441,µm^3,Volume Outside,Image 1,1,,
14.076,30.7771,µm^3,Volume Outside,Image 1,1,,
14.212,29.6306,µm^3,Volume Outside,Image 1,1,,
14.348,28.9006,µm^3,Volume Outside,Image 1,1,,
14.484,27.7168,µm^3,Volume Outside,Image 1,1,,
14.62,26.7648,µm^3,Volume Outside,Image 1,1,,
14.756,25.4474,µm^3,Volume Outside,Image 1,1,,
14.892,24.4641,µm^3,Volume Outside,Image 1,1,,
15.028,23.8124,µm^3,Volume Outside,Image 1,1,,
15.164,22.8228,µm^3,Volume Outside,Image 1,1,,
15.3,22.009,µm^3,Volume Outside,Image 1,1,,
15.436,20.8659,µm^3,Volume Outside,Image 1,1,,
15.572,20.072,µm^3,Volume Outside,Image 1,1,,
15.708,19.6288,µm^3,Volume Outside,Image 1,1,,
15.844,18.983,µm^3,Volume Outside,Image 1,1,,
15.98,18.5732,µm^3,Volume Outside,Image 1,1,,
16.116,17.6322,µm^3,Volume Outside,Image 1,1,,
16.252,17.4571,µm^3,Volume Outside,Image 1,1,,
16.388,17.0122,µm^3,Volume Outside,Image 1,1,,
16.524,16.2357,µm^3,Volume Outside,Image 1,1,,
16.66,16.1287,µm^3,Volume Outside,Image 1,1,,
16.796,15.7371,µm^3,Volume Outside,Image 1,1,,
16.932,15.0358,µm^3,Volume Outside,Image 1,1,,
17.068,15.0248,µm^3,Volume Outside,Image 1,1,,
17.204,14.8058,µm^3,Volume Outside,Image 1,1,,
17.34,14.2852,µm^3,Volume Outside,Image 1,1,,
17.476,13.5467,µm^3,Volume Outside,Image 1,1,,
17.612,13.4325,µm^3,Volume Outside,Image 1,1,,
17.748,13.0938,µm^3,Volume Outside,Image 1,1,,
17.884,12.5122,µm^3,Volume Outside,Image 1,1,,
18.02,12.4323,µm^3,Volume Outside,Image 1,1,,
18.156,12.201,µm^3,Volume Outside,Image 1,1,,
18.292,11.7294,µm^3,Volume Outside,Image 1,1,,
18.428,11.1119,µm^3,Volume Outside,Image 1,1,,
18.564,10.9567,µm^3,Volume Outside,Image 1,1,,
18.7,10.6129,µm^3,Volume Outside,Image 1,1,,
18.836,10.0897,µm^3,Volume Outside,Image 1,1,,
18.972,9.94425,µm^3,Volume Outside,Image 1,1,,
19.108,9.54078,µm^3,Volume Outside,Image 1,1,,
19.244,8.95164,µm^3,Volume Outside,Image 1,1,,
19.38,8.81757,µm^3,Volume Outside,Image 1,1,,
19.516,8.64417,µm^3,Volume Outside,Image 1,1,,
19.652,8.283,µm^3,Volume Outside,Image 1,1,,
19.788,7.82624,µm^3,Volume Outside,Image 1,1,,
19.924,7.73192,µm^3,Volume Outside,Image 1,1,,
20.06,7.50354,µm^3,Volume Outside,Image 1,1,,
20.196,7.14913,µm^3,Volume Outside,Image 1,1,,
20.332,7.10007,µm^3,Volume Outside,Image 1,1,,
20.468,6.95712,µm^3,Volume Outside,Image 1,1,,
20.604,6.66869,µm^3,Volume Outside,Image 1,1,,
20.74,6.31428,µm^3,Volume Outside,Image 1,1,,
