
Spine Part Length Neck
 ==================== 
Spine Part Length Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0,µm,Spine,Spine Part Length,14,6,1,100000000,610000002785,
0,µm,Spine,Spine Part Length,2,2,1,100000002,610000002791,
0,µm,Spine,Spine Part Length,0,1,1,100000000,610000002793,
0,µm,Spine,Spine Part Length,1,2,1,100000000,610000002797,
0,µm,Spine,Spine Part Length,2,2,1,100000002,610000002800,
0,µm,Spine,Spine Part Length,2,2,1,100000002,610000002807,
0,µm,Spine,Spine Part Length,2,2,1,100000002,610000002810,
0,µm,Spine,Spine Part Length,0,1,1,100000000,610000002812,
0,µm,Spine,Spine Part Length,8,5,1,100000002,610000002816,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002818,
0.101292,µm,Spine,Spine Part Length,1,2,1,100000000,610000002825,
0,µm,Spine,Spine Part Length,14,7,1,100000000,610000002855,
0,µm,Spine,Spine Part Length,14,6,1,100000000,610000002856,
0,µm,Spine,Spine Part Length,14,6,1,100000000,610000002857,
0,µm,Spine,Spine Part Length,13,6,1,100000000,610000002858,
0,µm,Spine,Spine Part Length,13,6,1,100000000,610000002859,
0,µm,Spine,Spine Part Length,12,5,1,100000000,610000002860,
0,µm,Spine,Spine Part Length,10,4,1,100000000,610000002861,
0,µm,Spine,Spine Part Length,10,4,1,100000000,610000002862,
0,µm,Spine,Spine Part Length,9,3,1,100000000,610000002863,
0,µm,Spine,Spine Part Length,7,3,1,100000000,610000002864,
0,µm,Spine,Spine Part Length,6,3,1,100000000,610000002865,
0,µm,Spine,Spine Part Length,6,3,1,100000000,610000002866,
0,µm,Spine,Spine Part Length,6,3,1,100000000,610000002867,
0,µm,Spine,Spine Part Length,6,4,1,100000000,610000002868,
0,µm,Spine,Spine Part Length,5,4,1,100000000,610000002869,
0,µm,Spine,Spine Part Length,5,4,1,100000000,610000002870,
0,µm,Spine,Spine Part Length,5,3,1,100000000,610000002871,
0,µm,Spine,Spine Part Length,5,3,1,100000000,610000002872,
0,µm,Spine,Spine Part Length,3,1,1,100000000,610000002873,
0,µm,Spine,Spine Part Length,6,3,1,100000001,610000002878,
0,µm,Spine,Spine Part Length,6,5,1,100000001,610000002879,
0,µm,Spine,Spine Part Length,6,2,1,100000001,610000002880,
0,µm,Spine,Spine Part Length,2,2,1,100000001,610000002881,
0,µm,Spine,Spine Part Length,2,2,1,100000001,610000002882,
0,µm,Spine,Spine Part Length,1,1,1,100000001,610000002883,
0,µm,Spine,Spine Part Length,5,4,1,100000001,610000002888,
0,µm,Spine,Spine Part Length,2,1,1,100000001,610000002889,
0,µm,Spine,Spine Part Length,2,1,1,100000001,610000002890,
0,µm,Spine,Spine Part Length,1,2,1,100000001,610000002891,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002892,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002893,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002894,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002895,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002896,
0,µm,Spine,Spine Part Length,8,5,1,100000002,610000002898,
0,µm,Spine,Spine Part Length,7,4,1,100000002,610000002899,
0,µm,Spine,Spine Part Length,6,3,1,100000002,610000002900,
0,µm,Spine,Spine Part Length,6,3,1,100000002,610000002901,
0,µm,Spine,Spine Part Length,4,4,1,100000002,610000002902,
0,µm,Spine,Spine Part Length,2,3,1,100000002,610000002903,
0,µm,Spine,Spine Part Length,2,3,1,100000002,610000002904,
0,µm,Spine,Spine Part Length,2,2,1,100000002,610000002908,
